gene|Hydrophob-Hydrophob|StrHydrophob-StrHydrophob|Aromatic-Aromatic|Hydrophil-Hydrophil|Hydrophob-Aromatic|Hydrophob-Charged|Hydrophob-NegCharged|Hydrophob-PosCharged|PosCharged-PosCharged|NegCharged-NegCharged|FF-FY-SY-TY-HC|FF-FY-SY-HC|FF|FY|TY|SY|HC|MR|Total
P0ABG4|2|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|3
P0ABG7|5|0|1|0|4|0|0|0|0|0|0|0|0|0|0|0|0|0|6
P0ABH0|10|5|0|2|0|1|0|1|0|0|0|0|0|0|0|0|0|0|21
P0ABH7|43|26|2|2|15|10|6|4|0|0|1|1|0|1|0|0|0|0|63
P0ABH9|7|3|0|4|3|3|0|3|0|0|0|0|0|0|0|0|0|0|18
P0ABI4|1|1|0|1|0|2|0|2|0|0|0|0|0|0|0|0|0|0|6
P0ABI8|8|3|1|1|6|4|1|3|1|0|0|0|0|0|0|0|0|1|17
P0ABJ1|8|4|1|2|5|7|3|4|1|0|1|1|1|0|0|0|0|0|26
P0ABJ9|20|9|6|2|18|8|1|7|0|0|4|4|2|2|0|0|0|2|39
P0ABK2|20|4|4|10|10|15|4|11|2|0|2|2|0|0|0|2|2|1|54
P0ABK5|15|10|0|6|0|5|1|4|1|0|0|0|0|0|0|0|0|0|33
P0ABK9|18|6|3|7|8|14|5|9|1|0|1|1|0|1|0|0|0|1|50
P0ABM1|11|7|1|0|3|3|0|3|0|0|1|1|1|0|0|0|0|0|28
P0ABM9|1|0|0|0|1|0|0|0|0|0|1|1|0|0|0|1|1|0|2
P0ABN5|7|2|0|1|2|0|0|0|0|0|0|0|0|0|0|0|0|0|16
P0ABN9|6|5|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|13
P0ABP3|9|5|0|0|1|1|0|1|0|0|0|0|0|0|0|0|0|0|15
P0ABP8|37|23|0|11|13|19|9|10|1|1|1|1|0|0|1|0|0|0|79
P0ABQ0|30|17|1|12|5|16|2|14|3|0|0|0|0|0|0|0|0|0|76
P0ABQ4|3|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|3
P0ABR5|45|16|4|17|31|29|8|21|3|1|1|1|0|1|0|0|0|0|110
P0ABR7|35|13|5|5|31|10|3|7|1|0|2|2|0|1|0|1|1|0|59
P0ABR9|48|30|1|5|12|10|5|5|0|0|1|1|0|1|0|0|0|0|69
P0ABS5|35|22|3|6|20|16|8|8|1|0|2|2|1|1|0|0|0|2|76
P0ABT2|16|11|3|6|11|7|2|5|0|0|3|3|2|1|0|0|0|0|38
P0ABT5|13|6|3|2|13|13|5|8|0|0|0|0|0|0|0|0|0|1|34
P0ABT8|82|34|5|3|26|19|5|14|1|0|1|1|0|0|1|0|0|0|124
P0ABU2|8|7|0|0|5|2|0|2|0|0|0|0|0|0|0|0|0|0|12
P0ABW3|9|1|0|0|2|0|0|0|0|0|0|0|0|0|0|0|0|0|9
P0ABW5|2|1|0|2|1|1|0|1|0|0|0|0|0|0|0|0|0|0|6
P0ABX2|2|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2
P0ABX5|12|3|4|8|10|10|2|8|1|0|3|3|0|1|2|0|0|0|38
P0ABY4|9|1|2|2|6|5|4|1|0|0|2|2|1|1|0|0|0|0|18
P0ABY7|7|6|0|1|1|2|2|0|0|0|0|0|0|0|0|0|0|0|11
P0ABZ4|21|10|0|6|3|15|6|9|2|0|1|1|0|0|0|1|1|0|48
P0ABZ6|33|22|0|13|12|23|8|15|1|0|0|0|0|0|0|0|0|0|87
P0AC00|49|23|6|5|26|23|5|18|1|1|2|2|1|0|1|0|0|0|86
P0AC13|5|4|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|7
P0AC19|0|0|0|1|0|1|0|1|0|0|0|0|0|0|0|0|0|0|2
P0AC23|33|13|0|2|10|3|0|3|0|0|0|0|0|0|0|0|0|0|48
P0AC26|35|16|2|0|12|5|0|5|0|0|0|0|0|0|0|0|0|1|46
P0AC28|5|2|0|1|3|4|2|2|0|0|1|1|0|0|1|0|0|0|12
P0AC33|89|39|5|18|32|42|15|27|3|0|4|4|2|2|0|0|0|1|191
P0AC35|8|2|1|1|7|6|1|5|0|0|0|0|0|0|0|0|0|0|15
P0AC38|8|0|0|0|2|0|0|0|0|0|0|0|0|0|0|0|0|0|10
P0AC41|104|25|7|37|50|66|26|40|7|1|6|6|1|4|0|1|1|2|246
P0AC47|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1
P0AC53|62|16|4|22|30|44|22|22|3|0|3|3|0|1|1|1|1|1|146
P0AC55|1|1|0|0|0|2|0|2|0|0|0|0|0|0|0|0|0|0|5
P0AC69|17|10|0|1|5|3|2|1|0|0|0|0|0|0|0|0|0|0|25
P0AC73|36|23|3|11|18|19|7|12|4|0|3|3|0|2|1|0|0|0|78
P0AC75|42|28|0|2|11|12|8|4|0|1|1|1|0|0|1|0|0|1|65
P0AC78|40|21|4|0|18|7|1|6|0|0|3|3|0|1|0|2|2|0|51
P0AC81|5|2|2|1|4|3|1|2|0|0|0|0|0|0|0|0|0|0|10
P0AC84|0|0|1|1|1|1|0|1|1|0|0|0|0|0|0|0|0|0|2
P0AC86|119|54|8|35|48|82|32|50|6|0|6|6|0|1|3|2|2|0|281
P0AC88|9|8|0|3|3|8|4|4|0|0|0|0|0|0|0|0|0|0|27
P0AC94|16|10|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|20
P0AC96|11|9|0|0|4|0|0|0|0|0|0|0|0|0|0|0|0|0|12
P0ACA3|25|13|2|6|10|18|5|13|2|0|1|1|0|0|0|1|1|0|58
P0ACB0|23|11|1|10|12|23|5|18|2|0|1|1|1|0|0|0|0|0|60
P0ACB2|27|12|1|4|8|15|4|11|0|1|1|1|0|1|0|0|0|0|52
P0ACC1|2|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|3
P0ACC3|5|1|3|1|5|0|0|0|0|0|2|2|1|1|0|0|0|0|8
P0ACC7|36|17|1|6|8|17|9|8|1|0|1|1|0|0|1|0|0|1|73
P0ACD8|37|18|5|10|19|17|8|9|0|1|2|2|1|1|0|0|0|2|91
P0ACE0|46|29|3|16|18|25|9|16|2|2|1|1|0|0|1|0|0|0|103
P0ACF8|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1
P0ACG1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1
P0ACH8|29|16|1|2|15|7|1|6|1|0|1|1|1|0|0|0|0|0|52
P0ACI0|29|7|1|11|11|16|8|8|0|0|0|0|0|0|0|0|0|0|63
P0ACI3|18|6|2|5|11|9|2|7|0|1|0|0|0|0|0|0|0|0|34
P0ACI6|0|0|0|0|0|2|2|0|0|0|0|0|0|0|0|0|0|0|2
P0ACJ0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2
P0ACJ5|1|0|0|0|1|2|1|1|0|0|1|1|0|0|1|0|0|0|3
P0ACJ8|18|11|3|6|14|14|3|11|0|0|3|3|2|1|0|0|0|0|51
P0ACK2|11|4|0|3|4|10|0|10|0|0|0|0|0|0|0|0|0|0|24
P0ACK5|13|6|0|0|2|6|1|5|0|0|0|0|0|0|0|0|0|0|21
P0ACK8|15|8|0|1|6|6|3|3|0|1|0|0|0|0|0|0|0|0|22
P0ACL0|14|8|0|0|2|4|2|2|0|0|0|0|0|0|0|0|0|0|24
P0ACM9|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|1
P0ACN4|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1
P0ACN7|17|6|1|3|11|16|3|13|1|0|2|2|0|1|0|0|0|0|45
P0ACP1|13|9|2|3|8|12|2|10|1|0|2|2|1|0|0|1|1|0|32
P0ACP5|20|6|2|6|8|12|4|8|1|1|2|2|0|2|0|0|0|0|43
P0ACP7|15|4|2|6|10|14|4|10|0|0|3|3|1|1|1|0|0|0|43
P0ACQ0|17|7|1|8|7|12|5|7|0|2|1|1|0|1|0|0|0|0|40
P0ACQ4|37|22|1|8|13|12|2|10|3|0|0|0|0|0|0|0|0|1|73
P0ACQ7|37|20|4|4|17|12|10|2|0|1|6|6|2|2|2|0|0|0|68
P0ACR0|44|19|1|7|17|24|16|8|0|0|1|1|0|0|1|0|0|1|85
P0ACR2|32|15|3|9|20|25|16|9|3|0|0|0|0|0|0|0|0|0|83
P0ACR4|48|20|4|5|15|16|7|9|0|0|1|1|0|1|0|0|0|0|72
P0ACR7|42|20|0|7|13|14|1|13|0|0|1|1|0|0|1|0|0|0|72
P0ACS2|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1
P0ACS5|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1
P0ACS7|14|13|2|6|5|12|5|7|1|0|2|2|2|0|0|0|0|1|42
P0ACV0|11|3|0|1|6|1|0|1|0|0|0|0|0|0|0|0|0|0|17
P0ACV2|4|3|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|12
P0ACV6|54|22|6|8|25|22|4|18|5|0|4|4|2|1|1|0|0|0|91
P0ACY1|27|15|2|1|5|4|0|4|1|0|2|2|2|0|0|0|0|0|33
P0ACY3|17|6|2|7|8|7|2|5|0|0|1|1|0|1|0|0|0|0|38
P0ACZ2|22|9|1|8|14|12|4|8|1|0|0|0|0|0|0|0|0|1|46
P0AD01|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|1
P0AD03|31|20|1|2|7|7|3|4|0|0|2|2|0|1|0|1|1|0|45
P0AD05|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1
P0AD12|3|2|0|0|2|0|0|0|0|0|0|0|0|0|0|0|0|0|5
P0AD14|1|1|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1
P0AD19|19|10|0|0|2|0|0|0|0|0|0|0|0|0|0|0|0|0|22
P0AD21|8|3|0|0|3|0|0|0|0|0|0|0|0|0|0|0|0|0|8
P0AD27|124|47|8|16|67|46|9|37|2|0|5|5|2|1|1|1|1|0|240
P0AD30|33|14|0|2|5|5|0|5|1|0|0|0|0|0|0|0|0|0|44
P0AD37|0|0|0|1|0|1|0|1|0|0|0|0|0|0|0|0|0|0|2
P0AD42|12|4|2|0|7|4|1|3|0|0|1|1|0|0|0|1|1|0|16
P0AD53|13|3|5|7|16|7|0|7|1|0|3|3|0|2|1|0|0|0|31
P0AD61|6|3|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|14
P0AD65|17|6|0|14|4|25|15|10|2|0|0|0|0|0|0|0|0|0|58
P0AD68|21|6|1|5|5|15|4|11|0|0|1|1|0|0|1|0|0|0|57
P0AD70|60|17|0|9|22|28|5|23|2|0|3|3|0|0|3|0|0|0|118
P0AD96|32|7|4|7|17|14|11|3|0|0|1|1|0|1|0|0|0|0|69
P0AD99|198|78|12|3|71|35|13|22|0|0|10|10|3|4|2|1|1|0|267
P0ADA1|14|4|1|2|8|2|0|2|0|0|0|0|0|0|0|0|0|1|28
P0ADA5|22|19|0|1|3|4|0|4|0|0|0|0|0|0|0|0|0|0|38
P0ADC1|16|11|0|1|3|1|1|0|0|0|0|0|0|0|0|0|0|0|21
P0ADC3|34|20|0|5|3|18|6|12|0|0|0|0|0|0|0|0|0|0|73
P0ADD7|8|7|0|1|4|2|0|2|1|0|0|0|0|0|0|0|0|0|15
P0ADE8|45|29|2|12|23|17|9|8|2|1|0|0|0|0|0|0|0|0|82
P0ADF6|40|11|0|12|18|12|3|9|2|2|4|4|0|0|1|2|2|1|78
P0ADF8|5|3|1|1|5|1|0|1|0|0|0|0|0|0|0|0|0|0|7
P0ADG1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1
P0ADG4|13|5|3|8|12|7|4|3|0|0|3|3|0|2|0|1|1|0|33
P0ADG7|17|7|2|5|5|11|8|3|1|0|2|2|0|1|1|0|0|0|36
P0ADH5|2|0|1|3|2|6|1|5|3|0|0|0|0|0|0|0|0|0|11
P0ADH7|2|0|2|3|3|9|2|7|2|0|0|0|0|0|0|0|0|0|14
P0ADI4|52|21|6|6|31|16|8|8|1|0|3|3|0|2|0|1|1|0|86
P0ADI7|31|19|1|5|7|11|1|10|1|0|1|1|0|0|0|0|0|0|49
P0ADL1|105|40|0|8|22|32|9|23|2|0|0|0|0|0|0|0|0|0|163
P0ADM6|15|10|5|6|16|9|1|8|2|0|3|3|2|1|0|0|0|1|33
P0ADN0|7|6|0|1|5|1|0|1|0|0|0|0|0|0|0|0|0|0|15
P0ADP0|10|2|0|0|3|2|0|2|0|0|0|0|0|0|0|0|0|0|15
P0ADP5|49|14|10|2|28|11|1|10|0|0|8|8|2|3|1|2|2|0|85
P0ADP7|1|1|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1
P0ADQ2|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1
P0ADR6|33|24|6|3|22|16|4|12|0|0|4|4|3|1|0|0|0|0|58
P0ADR8|35|15|1|11|10|14|9|5|2|1|2|2|0|1|1|0|0|0|70
P0ADS6|2|0|0|3|2|5|3|2|1|0|0|0|0|0|0|0|0|0|10
P0ADT2|1|0|0|0|1|2|1|1|0|0|0|0|0|0|0|0|0|0|3
P0ADT5|63|26|13|14|40|40|15|25|2|2|7|7|3|3|0|1|1|0|130
P0ADT8|5|0|0|0|3|2|1|1|0|0|0|0|0|0|0|0|0|0|7
P0ADU2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1
P0ADV5|15|9|2|5|8|3|2|1|1|0|1|1|0|1|0|0|0|1|31
P0ADV7|0|0|0|1|0|1|0|1|0|0|0|0|0|0|0|0|0|0|2
P0ADW6|28|11|1|5|11|13|3|10|0|0|0|0|0|0|0|0|0|0|58
P0ADX9|4|2|0|0|4|4|1|3|0|0|0|0|0|0|0|0|0|0|8
P0ADY1|40|27|2|4|16|18|4|14|0|1|2|2|0|1|1|0|0|0|75
P0ADY3|1|1|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|2
P0ADY7|10|3|1|5|6|9|1|8|4|0|0|0|0|0|0|0|0|0|30
P0ADZ7|1|1|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|1|5
P0AE01|78|46|1|10|19|29|12|17|0|1|0|0|0|0|0|0|0|1|139
P0AE06|8|5|0|1|0|4|1|3|0|0|0|0|0|0|0|0|0|0|13
P0AE08|8|7|5|6|8|18|6|12|0|1|1|1|1|0|0|0|0|0|34
P0AE12|81|28|5|15|38|51|20|31|5|1|1|1|0|0|0|1|1|0|155
P0AE16|96|44|6|12|35|36|12|24|3|0|3|3|0|2|1|0|0|0|171
P0AE18|6|0|4|0|9|4|0|4|0|0|0|0|0|0|0|0|0|0|12
P0AE22|8|4|1|1|4|6|1|5|0|0|0|0|0|0|0|0|0|0|16
P0AE24|126|43|4|13|55|48|20|28|3|0|5|5|1|0|3|1|1|1|235
P0AE26|75|34|3|1|20|12|2|10|0|0|3|3|3|0|0|0|0|0|94
P0AE28|10|6|0|6|0|2|1|1|0|0|0|0|0|0|0|0|0|0|24
P0AE37|33|13|9|0|21|11|4|7|0|0|8|8|3|2|2|1|1|0|52
P0AE39|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1
P0AE45|15|13|0|4|2|1|0|1|1|0|0|0|0|0|0|0|0|0|32
P0AE48|26|9|4|0|19|3|1|2|0|0|1|1|1|0|0|0|0|0|32
P0AE52|11|6|0|3|3|9|3|6|0|0|0|0|0|0|0|0|0|0|31
P0AE58|1|0|0|0|1|2|1|1|0|0|0|0|0|0|0|0|0|0|3
P0AE67|8|8|0|0|2|1|1|0|0|0|0|0|0|0|0|0|0|0|11
P0AE70|14|14|0|1|1|9|5|4|0|0|0|0|0|0|0|0|0|0|26
P0AE74|55|14|4|1|22|2|1|1|0|0|3|3|1|1|0|1|1|0|66
P0AE76|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2
P0AE78|1|1|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|3
P0AE82|8|7|0|2|4|7|7|0|0|0|0|0|0|0|0|0|0|0|22
P0AEA2|28|17|0|0|6|5|5|0|0|0|1|1|0|0|1|0|0|0|39
P0AEA8|24|8|0|6|5|8|2|6|1|0|1|1|0|0|1|0|0|0|46
P0AEB2|14|10|1|10|7|11|4|7|1|0|1|1|1|0|0|0|0|0|47
P0AEB5|5|0|0|2|1|0|0|0|0|0|0|0|0|0|0|0|0|0|7
P0AEC0|37|27|3|7|10|9|3|6|0|2|3|3|3|0|0|0|0|0|58
P0AEC3|2|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2
P0AEC5|33|21|0|3|1|8|5|3|0|0|0|0|0|0|0|0|0|0|55
P0AEC8|14|10|0|1|1|4|0|4|0|0|0|0|0|0|0|0|0|0|19
P0AED7|97|53|0|19|21|44|15|29|4|3|1|1|0|0|0|1|1|0|192
P0AED9|30|17|1|4|16|18|2|16|0|0|1|1|1|0|0|0|0|0|55
P0AEE3|18|3|0|2|3|2|1|1|0|0|0|0|0|0|0|0|0|0|27
P0AEE5|18|16|0|6|8|7|4|3|0|0|0|0|0|0|0|0|0|0|41
P0AEE8|3|2|1|1|1|2|2|0|1|0|0|0|0|0|0|0|0|0|6
P0AEF0|1|0|0|0|1|1|0|1|0|0|0|0|0|0|0|0|0|0|2
P0AEF4|1|0|1|0|4|3|0|3|0|0|0|0|0|0|0|0|0|0|5
P0AEF8|2|2|0|1|1|5|3|2|0|0|0|0|0|0|0|0|0|0|12
P0AEG4|15|7|1|4|5|3|1|2|1|0|1|1|0|1|0|0|0|0|27
P0AEG6|12|1|3|0|7|6|1|5|0|0|0|0|0|0|0|0|0|0|25
P0AEH1|11|4|0|9|6|8|6|2|0|0|0|0|0|0|0|0|0|0|32
P0AEH3|4|0|1|0|4|0|0|0|0|0|1|1|0|0|1|0|0|0|4
P0AEI1|13|1|2|1|9|3|0|3|0|0|4|4|0|2|2|0|0|0|23
P0AEI4|38|18|3|17|16|18|7|11|3|1|2|2|1|1|0|0|0|0|83
P0AEI6|7|3|0|3|5|4|1|3|0|0|0|0|0|0|0|0|0|0|22
P0AEJ0|139|68|11|10|53|34|18|16|2|1|9|9|5|3|1|0|0|0|211
P0AEJ2|63|31|3|7|20|28|10|18|1|0|1|1|1|0|0|0|0|0|106
P0AEJ4|3|3|0|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|13
P0AEJ6|68|31|6|17|33|41|18|23|1|3|4|4|2|2|0|0|0|0|137
P0AEJ8|1|1|0|1|3|3|0|3|0|0|0|0|0|0|0|0|0|0|6
P0AEK0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1
P0AEK2|15|12|0|1|0|1|0|1|0|0|0|0|0|0|0|0|0|0|23
P0AEK4|19|12|0|4|0|1|1|0|0|0|0|0|0|0|0|0|0|0|33
P0AEL6|24|12|4|11|11|15|1|14|0|0|0|0|0|0|0|0|0|0|61
P0AEM0|2|0|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|3
P0AEM9|52|26|7|11|35|22|15|7|1|1|4|4|2|2|0|0|0|0|97
P0AEN1|10|0|2|0|7|1|0|1|0|0|2|2|0|1|0|1|1|0|14
P0AEN8|83|49|0|8|20|28|18|10|1|0|0|0|0|0|0|0|0|0|136
P0AEP1|113|46|5|11|48|37|16|21|4|1|6|6|2|0|3|1|1|0|205
P0AEP3|48|26|1|10|18|23|14|9|1|0|1|1|0|0|0|1|1|0|93
P0AEP7|95|50|4|25|41|61|21|40|4|0|2|2|2|0|0|0|0|1|221
P0AEP9|70|36|3|15|17|49|22|27|2|0|2|2|1|1|0|0|0|1|157
P0AEQ3|54|21|11|4|30|25|16|9|0|0|8|8|2|6|0|0|0|0|87
P0AER0|17|5|0|0|3|0|0|0|0|0|0|0|0|0|0|0|0|0|21
P0AER8|128|66|5|8|40|12|1|11|2|0|5|5|2|1|1|1|1|1|179
P0AES0|111|56|10|12|54|38|13|25|1|0|1|1|0|0|0|0|0|0|194
P0AES2|60|17|5|22|41|32|9|23|3|0|3|3|0|0|2|1|1|2|171
P0AES4|69|19|2|19|27|64|6|58|6|1|1|1|0|0|1|0|0|0|165
P0AES6|12|4|0|4|4|4|1|3|3|0|1|1|0|0|1|0|0|1|30
P0AET8|18|13|0|1|5|2|2|0|0|0|0|0|0|0|0|0|0|0|25
P0AEU0|49|23|8|6|25|23|18|5|0|0|9|9|4|4|0|1|1|1|98
P0AEU7|11|11|0|3|0|3|1|2|1|0|0|0|0|0|0|0|0|0|22
P0AEV1|11|8|0|0|7|2|0|2|0|0|0|0|0|0|0|0|0|0|13
P0AEW4|42|15|3|2|19|5|3|2|1|1|1|1|0|0|1|0|0|0|56
P0AEW6|46|16|4|9|26|33|10|23|3|0|3|3|0|1|2|0|0|0|102
P0AEW9|1|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1
P0AEX3|131|44|8|19|61|44|15|29|7|0|10|10|0|4|3|3|3|1|226
P0AEX5|16|10|2|2|12|6|2|4|0|0|0|0|0|0|0|0|0|0|36
P0AEX7|54|30|3|3|18|5|4|1|0|0|2|2|0|2|0|0|0|0|79
P0AEX9|87|45|8|12|38|33|14|19|1|1|5|5|3|1|1|0|0|0|149
P0AEY1|29|15|0|2|8|8|3|5|0|0|0|0|0|0|0|0|0|1|47
P0AEY8|102|49|6|12|44|26|12|14|3|0|3|3|2|1|0|0|0|2|193
P0AEZ1|15|5|0|1|4|6|0|6|0|0|1|1|0|0|0|1|1|0|26
P0AEZ3|3|3|0|1|1|6|1|5|0|0|0|0|0|0|0|0|0|0|10
P0AEZ7|15|4|1|4|13|13|5|8|2|0|2|2|0|1|1|0|0|0|45
P0AEZ9|17|2|2|0|8|3|1|2|0|0|1|1|0|0|1|0|0|0|21
P0AF06|3|2|0|1|0|1|0|1|1|0|0|0|0|0|0|0|0|0|5
P0AF08|33|13|0|2|12|7|1|6|0|1|2|2|0|0|1|1|1|0|58
P0AF12|25|20|5|6|12|17|4|13|0|0|3|3|2|0|0|0|0|0|55
P0AF16|8|1|0|0|2|1|0|1|0|0|0|0|0|0|0|0|0|0|9
P0AF18|18|8|1|2|8|5|1|4|2|0|0|0|0|0|0|0|0|0|28
P0AF20|8|4|1|0|5|3|1|2|0|0|1|1|1|0|0|0|0|0|11
P0AF24|4|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|4
P0AF28|16|13|0|3|2|2|0|2|0|0|0|0|0|0|0|0|0|0|23
P0AF32|12|1|2|0|10|4|3|1|0|0|4|4|0|1|0|3|3|0|17
P0AF40|4|1|0|0|3|0|0|0|0|0|0|0|0|0|0|0|0|0|4
P0AF43|0|0|0|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|5
P0AF48|2|1|1|8|5|11|3|8|2|0|1|1|1|0|0|0|0|0|24
P0AF50|1|0|1|3|1|1|0|1|1|0|0|0|0|0|0|0|0|0|6
P0AF52|124|58|2|5|30|10|8|2|1|0|3|3|1|1|0|1|1|0|161
P0AF61|8|5|0|1|5|3|1|2|0|1|1|1|0|0|0|1|1|0|14
P0AF67|4|2|0|0|3|1|0|1|0|0|0|0|0|0|0|0|0|0|5
P0AF93|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1
P0AF96|25|13|0|8|11|21|10|11|1|0|1|1|0|0|1|0|0|0|58
P0AFA5|60|21|5|25|29|31|15|16|1|1|4|4|1|1|0|2|2|1|131
P0AFA7|2|1|0|5|1|4|0|4|3|0|0|0|0|0|0|0|0|1|14
P0AFB1|1|1|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|3
P0AFB5|3|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|9
P0AFB8|5|3|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|7
P0AFC0|10|1|4|7|10|8|1|7|3|0|1|1|1|0|0|0|0|0|27
P0AFC7|13|3|0|2|4|4|3|1|0|0|1|1|0|0|0|1|1|0|30
P0AFD1|17|7|1|3|3|4|0|4|1|0|1|1|0|1|0|0|0|0|27
P0AFD6|13|6|3|5|8|12|4|8|1|1|2|2|0|2|0|0|0|0|36
P0AFE8|9|7|0|0|2|0|0|0|0|0|0|0|0|0|0|0|0|0|12
P0AFF0|9|6|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|11
P0AFF2|2|0|1|0|2|1|0|1|0|0|1|1|0|1|0|0|0|0|5
P0AFF4|106|35|11|8|61|37|13|24|2|1|6|6|3|2|1|0|0|1|188
P0AFF6|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|1
P0AFG0|3|2|0|3|1|4|1|3|0|0|0|0|0|0|0|0|0|0|11
P0AFG3|103|50|8|39|59|77|27|50|4|4|8|8|1|1|2|4|4|0|251
P0AFG6|1|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|4
P0AFG8|131|53|13|33|74|57|21|36|6|0|12|12|2|6|2|2|2|2|258
P0AFH2|1|0|0|0|1|1|0|1|0|0|0|0|0|0|0|0|0|0|2
P0AFI0|82|40|3|20|21|30|9|21|5|1|2|2|0|1|1|0|0|1|167
P0AFI2|56|14|1|11|19|39|9|30|3|1|2|2|0|1|0|1|1|0|129
P0AFI5|33|16|1|2|13|17|4|13|0|0|1|1|0|0|0|1|1|2|64
P0AFI7|5|1|1|4|3|3|1|2|0|0|0|0|0|0|0|0|0|0|16
P0AFI9|12|8|1|0|4|2|1|1|0|0|0|0|0|0|0|0|0|0|21
P0AFJ1|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1
P0AFJ7|157|40|6|8|58|29|1|28|3|0|6|6|1|0|3|2|2|0|220
P0AFK0|84|33|3|9|40|32|10|22|0|1|1|1|0|0|1|0|0|0|151
P0AFK4|5|1|1|0|4|1|0|1|0|0|0|0|0|0|0|0|0|0|6
P0AFK9|72|16|11|19|41|31|20|11|0|2|8|8|1|4|2|1|1|0|143
P0AFL3|43|23|5|7|20|3|3|0|0|0|8|8|4|1|1|2|2|0|73
P0AFL6|9|8|1|1|7|5|0|5|0|0|1|1|1|0|0|0|0|0|19
P0AFL9|36|23|2|1|7|8|0|8|0|0|2|2|2|0|0|0|0|0|53
P0AFM2|64|35|6|4|35|14|6|8|0|0|1|1|0|1|0|0|0|0|115
P0AFP0|2|1|0|0|0|2|0|2|0|0|0|0|0|0|0|0|0|0|4
P0AFP2|2|0|0|0|2|0|0|0|0|0|0|0|0|0|0|0|0|0|2
P0AFP4|14|5|3|5|7|5|3|2|0|0|3|3|1|2|0|0|0|0|28
P0AFP6|14|7|2|1|9|3|1|2|0|0|1|1|0|1|0|0|0|0|21
P0AFP9|20|13|3|2|21|9|2|7|0|0|1|1|1|0|0|0|0|0|31
P0AFQ2|17|8|3|0|11|2|1|1|0|0|0|0|0|0|0|0|0|0|23
P0AFQ5|2|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2
P0AFQ7|1|0|0|1|0|1|0|1|0|0|0|0|0|0|0|0|0|0|3
P0AFR0|4|0|0|2|3|1|1|0|0|0|0|0|0|0|0|0|0|0|8
P0AFR2|165|73|2|2|44|21|10|11|1|0|1|1|1|0|0|0|0|0|234
P0AFR4|19|7|0|2|5|9|5|4|0|0|0|0|0|0|0|0|0|0|35
P0AFS1|69|28|0|0|28|5|2|3|0|0|1|1|0|0|1|0|0|0|86
P0AFS3|11|11|0|3|6|3|2|1|0|0|0|0|0|0|0|0|0|0|19
P0AFS5|22|13|3|2|11|2|1|1|0|0|3|3|0|3|0|0|0|0|27
