gene|ChapClass|source
P37007|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P37008|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P75682|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P77657|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P71296|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P75684|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P77183|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P77324|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P77165|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P77694|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P77188|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P77700|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P77297|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P77221|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P77624|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P77393|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P51025|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P0AAP5|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P21515|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P0AAQ2|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
Q46948|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P77735|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P77301|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P33667|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P33668|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P77279|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P0AFP4|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P37325|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P77634|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P0AAT2|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P0AAT4|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P45579|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P77213|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P77806|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P77216|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P77746|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P77316|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P0A8I8|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P30979|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P0AAT9|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P77234|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P77627|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P75736|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P75741|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P77779|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P24252|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P0AAV4|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P75745|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P75746|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P75749|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P75750|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P21829|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P12994|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P52696|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P0A9U1|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P75764|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P75767|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P0AA84|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P0AAW1|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P75785|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P75791|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P75821|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P75822|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P75829|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P75843|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P0AB03|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P0AB06|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P75876|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P0AB65|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P31545|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P75913|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P24188|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P0AFQ7|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P75948|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P29013|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P76010|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P30192|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P37052|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P39165|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P76034|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P76035|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P76041|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P77503|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P76046|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P77302|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P76055|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P77546|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P31992|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P76104|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P77730|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P76108|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P76121|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P31129|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P76134|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P76137|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P77286|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P77432|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P76141|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P39831|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P0ACM2|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P76156|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P77376|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P0ACR2|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P77570|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P0A8A4|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P38135|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P37766|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P77649|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P76204|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P77256|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P77280|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P76213|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P43337|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P76234|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P64483|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P76241|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P76250|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P76251|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P76270|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P37774|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P37348|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P76318|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P76319|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P76340|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P76342|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P0AD12|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P76396|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P33348|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P33352|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P33353|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P33360|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P30235|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P33020|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P33025|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P33913|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P33919|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P17994|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P76463|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P77215|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P77732|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P77690|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P77398|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P0A959|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P77526|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P77775|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P77768|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P76503|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P76508|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P76514|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P77434|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P36547|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P76538|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P36979|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P77538|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P31825|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P33644|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P0A7B3|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P52129|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P52132|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P52133|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P52139|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P52140|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P37338|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P37339|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P55734|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P76621|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P45956|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
Q46890|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
Q46891|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
Q46896|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P38036|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P55138|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
Q46897|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
Q46898|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P76632|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
Q46901|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
Q46904|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
Q46905|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
Q46908|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P0ADR6|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P0ADR8|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P03813|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P76639|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
Q46802|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P0AC28|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P52043|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P52044|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
Q46810|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P0A8I5|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P52052|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P52062|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P0CK95|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
Q46840|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P64572|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
Q46844|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
Q46845|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
Q46851|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P45463|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
Q46861|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
Q46865|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P05852|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P0A9H1|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P42597|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P42599|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P45470|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P45527|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P0ADV5|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P0ADW6|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P64612|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P28638|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P45769|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P45524|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P45552|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P37627|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P37629|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P37631|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P37634|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P37640|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P37646|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P37664|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P11290|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P32109|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P31434|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P25531|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P31443|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P31449|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P31453|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P0ADM6|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P31463|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P0ADM8|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P0ADN0|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P31475|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P23305|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P27840|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P0ADP2|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P0C0K3|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P32139|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P32143|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P32157|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P39267|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P39280|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P39288|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P39308|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P39351|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P39354|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P39359|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P39360|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P39367|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P39369|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P39356|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P24203|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P39374|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P39376|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P39383|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P0DP21|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P39389|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P39393|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P39410|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P39407|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P75675|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P77601|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P75685|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P77212|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P77379|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P77536|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P77433|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P77473|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P75713|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P77129|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P0AAS5|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P77759|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P75796|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P75797|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P75919|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P75967|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P77658|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P76092|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P76117|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P0A6W0|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P77309|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P77739|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P76222|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P76909|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P76257|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P76280|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P64534|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P33941|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P0AE39|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P77396|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P76524|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P76562|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P77509|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P76585|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P76586|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
Q46855|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P0ADU7|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P76655|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P42620|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P45469|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P63386|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P45748|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P45753|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P0ADE4|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
Q6BEX0|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P11291|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P39172|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P0A9X1|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P0AEP7|G|./Arifuzzaman_2006_GroEL_clients_Standardized.csv
P09372|D|./Calloni_2012_DnaK_clients_Standardized.csv
P08622|D|./Calloni_2012_DnaK_clients_Standardized.csv
P60624|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0A7E9|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0ACB2|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0A6R0|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0A6R3|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0A8I1|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0ADZ0|D|./Calloni_2012_DnaK_clients_Standardized.csv
P69441|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0C018|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0A9D8|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0AF93|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0AB71|D|./Calloni_2012_DnaK_clients_Standardized.csv
P21888|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0AFG6|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0A6Q3|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0A9Q9|D|./Calloni_2012_DnaK_clients_Standardized.csv
P07118|D|./Calloni_2012_DnaK_clients_Standardized.csv
P02413|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0A799|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0AC69|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0A953|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0A6F9|D|./Calloni_2012_DnaK_clients_Standardized.csv
P00954|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0A6N4|D|./Calloni_2012_DnaK_clients_Standardized.csv
P07813|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0A817|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0AG55|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0A8M0|D|./Calloni_2012_DnaK_clients_Standardized.csv
P02358|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0A8L1|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0A7K2|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0A7T3|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0ABA0|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0A6F5|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0AA10|D|./Calloni_2012_DnaK_clients_Standardized.csv
P27302|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0A7X3|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0ACF8|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0AEK2|D|./Calloni_2012_DnaK_clients_Standardized.csv
P21889|D|./Calloni_2012_DnaK_clients_Standardized.csv
P06959|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0A7U3|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0A6P1|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0A7E5|D|./Calloni_2012_DnaK_clients_Standardized.csv
P18843|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0A707|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0A7K6|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0A7U7|D|./Calloni_2012_DnaK_clients_Standardized.csv
P08244|D|./Calloni_2012_DnaK_clients_Standardized.csv
P00962|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0AC53|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0A7J3|D|./Calloni_2012_DnaK_clients_Standardized.csv
P00957|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0A7A9|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0A715|D|./Calloni_2012_DnaK_clients_Standardized.csv
P75823|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0AGE6|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0ACR9|D|./Calloni_2012_DnaK_clients_Standardized.csv
P60595|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0ADG7|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0A870|D|./Calloni_2012_DnaK_clients_Standardized.csv
P28861|D|./Calloni_2012_DnaK_clients_Standardized.csv
P05793|D|./Calloni_2012_DnaK_clients_Standardized.csv
P36683|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0A858|D|./Calloni_2012_DnaK_clients_Standardized.csv
P52643|D|./Calloni_2012_DnaK_clients_Standardized.csv
P63224|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0A9Q1|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0A796|D|./Calloni_2012_DnaK_clients_Standardized.csv
P05459|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0AG48|D|./Calloni_2012_DnaK_clients_Standardized.csv
P36938|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0ACJ0|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0ADN2|D|./Calloni_2012_DnaK_clients_Standardized.csv
P37745|D|./Calloni_2012_DnaK_clients_Standardized.csv
P62707|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0A7M6|D|./Calloni_2012_DnaK_clients_Standardized.csv
P00350|D|./Calloni_2012_DnaK_clients_Standardized.csv
P08312|D|./Calloni_2012_DnaK_clients_Standardized.csv
P23721|D|./Calloni_2012_DnaK_clients_Standardized.csv
P04079|D|./Calloni_2012_DnaK_clients_Standardized.csv
P12758|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0A9L3|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0AET8|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0A850|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0AG67|D|./Calloni_2012_DnaK_clients_Standardized.csv
P37744|D|./Calloni_2012_DnaK_clients_Standardized.csv
P21170|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0A7N9|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0ACF0|D|./Calloni_2012_DnaK_clients_Standardized.csv
P08200|D|./Calloni_2012_DnaK_clients_Standardized.csv
P0AGD3|D|./Calloni_2012_DnaK_clients_Standardized.csv
