organism,gene,<pLDDT>,std
Ecoli,P25437,97.5648509485094,2.2174508771149366
Ecoli,P25516,95.09130190796874,5.716893654119375
Ecoli,P25519,82.49964788732389,12.117796136647538
Ecoli,P25522,86.90533039647579,14.502841063034811
Ecoli,P25524,98.15641686182676,5.065532196632997
Ecoli,P25526,98.42047717842328,1.681954744932811
Ecoli,P25527,85.60293991416306,11.49876293703921
Ecoli,P25531,88.93887387387385,10.95534634763798
Ecoli,P25534,91.40660714285706,7.131597337227975
Ecoli,P25535,88.71295000000002,9.71896274288054
Ecoli,P25536,95.10111675126905,7.113230596169924
Ecoli,P25539,95.80245231607626,4.052044121314295
Ecoli,P25549,92.44569872958272,13.548714668110588
Ecoli,P25550,94.19510948905103,9.644460113251029
Ecoli,P25552,94.8452226720648,6.261525975471975
Ecoli,P25553,98.40405010438408,2.5421978321816026
Ecoli,P25665,95.37486055776895,5.892721466522636
Ecoli,P25666,93.87828070175446,10.048990881962622
Ecoli,P25714,86.86260948905108,16.59715871210053
Ecoli,P25718,92.74402366863914,12.536635016538582
Ecoli,P25728,89.00119658119654,8.374935352463147
Ecoli,P25736,93.39459574468088,12.486964238773467
Ecoli,P25737,87.13993865030676,12.884551671493169
Ecoli,P25738,86.58999999999999,12.95735044849684
Ecoli,P25740,96.95879679144392,4.569420316432381
Ecoli,P25741,92.71958490566034,6.918757019553528
Ecoli,P25742,93.63950581395352,10.027128611223292
Ecoli,P25743,84.26395348837208,14.792644108433317
Ecoli,P25744,90.25169117647056,11.595691193187465
Ecoli,P25745,92.97592391304346,7.869379099220869
Ecoli,P25746,94.99366197183106,8.212563301408013
Ecoli,P25747,93.77387012987002,9.006679589609424
Ecoli,P25748,91.15297687861263,11.721968239339745
Ecoli,P25772,89.61348214285714,13.863865243207757
Ecoli,P25798,79.57061594202902,16.174111325103684
Ecoli,P25888,83.61711453744495,18.049518763036023
Ecoli,P25889,95.34661800486616,7.188704338796021
Ecoli,P25894,85.7933333333333,16.566979900267672
Ecoli,P25906,95.8805244755244,5.86741959143782
Ecoli,P25907,84.12328125,14.949838424574976
Ecoli,P25960,79.66386666666666,16.795968925906
Ecoli,P26218,85.44165427509284,22.704307790478587
Ecoli,P26266,87.1906896551724,14.252846504352398
Ecoli,P26281,95.49503144654088,5.370440628680381
Ecoli,P26365,76.59278651685396,24.120103356809835
Ecoli,P26458,95.00928571428574,4.22127382011628
Ecoli,P26459,93.6247665369649,7.795262656712039
Ecoli,P26602,92.66000000000004,6.804976164988428
Ecoli,P26608,89.18977941176468,15.109210984329655
Ecoli,P26612,97.57125252525256,2.2512455019318467
Ecoli,P26616,94.52649557522126,7.514046511410755
Ecoli,P26646,97.80530864197527,1.7267437680624762
Ecoli,P26647,94.30910204081634,6.174183380671415
Ecoli,P26648,90.75985106382976,14.685379767441772
Ecoli,P26649,75.37136363636361,10.389500365150656
Ecoli,P27111,91.67501672240805,10.508486501150909
Ecoli,P27125,93.4175872093024,5.373779227886921
Ecoli,P27126,93.98717041800649,6.838080320951257
Ecoli,P27127,96.29896935933142,3.3188283324772776
Ecoli,P27128,94.38958702064892,7.187643802267062
Ecoli,P27129,93.11789940828402,8.912928746599084
Ecoli,P27238,77.33884615384619,15.000436897976588
Ecoli,P27240,92.30267241379316,6.3376174895942885
Ecoli,P27241,91.6966431095406,11.385592394468658
Ecoli,P27242,92.50946778711494,8.62680143958895
Ecoli,P27243,90.55935560859191,10.445923383624336
Ecoli,P27245,94.81951388888884,7.441981827020003
Ecoli,P27247,87.87103932584266,14.380603130318
Ecoli,P27248,97.11950549450545,2.564826275091235
Ecoli,P27249,90.14834831460678,10.71894476778646
Ecoli,P27250,96.7475811209439,3.2867129559225017
Ecoli,P27253,95.671400560224,4.759462901847361
Ecoli,P27254,88.8748640483384,12.475207203491124
Ecoli,P27278,91.45321951219518,8.553837442960608
Ecoli,P27294,94.18902777777778,6.054496835010678
Ecoli,P27296,90.59011173184358,11.034935229453875
Ecoli,P27297,82.32624087591246,24.320596617077303
Ecoli,P27298,96.79076470588238,3.0869088865803023
Ecoli,P27300,94.66509146341464,4.448732073839149
Ecoli,P27302,98.71349924585212,0.8053288600160156
Ecoli,P27303,91.3835897435898,10.631664386471268
Ecoli,P27305,91.64590909090909,12.862296739708151
Ecoli,P27306,94.87959227467807,5.357437656732668
Ecoli,P27375,90.8863687150838,8.817199019281203
Ecoli,P27431,96.90463806970509,2.8428381752140206
Ecoli,P27434,70.61077151335306,19.264041239176887
Ecoli,P27550,94.01662576687112,8.272774975331126
Ecoli,P27828,95.43715425531909,4.044864768750853
Ecoli,P27829,95.87835714285714,4.290961421414556
Ecoli,P27830,96.43949295774648,5.564753695049776
Ecoli,P27832,97.25084821428564,3.991676350119578
Ecoli,P27833,97.9298936170212,3.028746052124068
Ecoli,P27835,82.48028888888884,13.773187161409297
Ecoli,P27836,90.02325203252032,9.194021475268542
Ecoli,P27837,88.3845119305858,9.65184848661866
Ecoli,P27838,96.61716981132072,2.209897015749992
Ecoli,P27840,90.46519685039368,16.14898036080091
Ecoli,P27842,95.42960317460316,4.379187864258179
Ecoli,P27843,88.75849206349204,12.88254510417286
Ecoli,P27844,92.37847972972963,5.291057670245089
Ecoli,P27848,94.75451127819554,8.298445453312453
Ecoli,P27859,97.79376923076926,1.6369868029093608
Ecoli,P27862,93.7518137254902,5.59855436037609
Ecoli,P27896,87.41439929328634,10.286936460464064
Ecoli,P28224,86.24201834862384,14.087621593611924
Ecoli,P28246,90.37345959595964,9.518250353866122
Ecoli,P28248,98.25611398963738,0.8517242051987183
Ecoli,P28249,86.39247974068076,15.964294068290656
Ecoli,P28303,90.38226579520692,11.512577402091887
Ecoli,P28304,97.35544342507632,2.08684133574183
Ecoli,P28305,97.06312267657992,3.798081386588655
Ecoli,P28306,95.13311764705882,4.243206437178388
Ecoli,P28307,80.58708609271521,23.786229184002927
Ecoli,P28369,90.90120481927704,8.118787656186226
Ecoli,P28629,93.71683443708612,6.354676448149693
Ecoli,P28630,88.10160349854227,10.069029127704669
Ecoli,P28631,93.77667664670656,5.559385388820483
Ecoli,P28632,91.4477372262774,10.823023916848406
Ecoli,P28634,94.69770212765955,5.153224546865876
Ecoli,P28635,92.87546125461256,13.14753651069885
Ecoli,P28638,91.42758503401348,11.913983464444984
Ecoli,P28696,83.5786567164179,16.21349031963331
Ecoli,P28697,26.20583850931676,2.473870043586425
Ecoli,P28721,89.70122047244091,16.202195233986373
Ecoli,P28722,92.65754464285716,9.637927438537137
Ecoli,P28861,97.494314516129,3.138306048283454
Ecoli,P28903,93.05574438202235,7.6090523230481315
Ecoli,P28904,96.43894736842115,5.182769825700871
Ecoli,P28905,95.95931972789111,3.497567407287867
Ecoli,P28911,90.788188976378,8.57603283808303
Ecoli,P28912,85.89587301587301,9.547082210560344
Ecoli,P28915,85.76719576719576,16.215422506272024
Ecoli,P28916,88.02252964426879,8.376165975358276
Ecoli,P28917,85.45410052910053,9.509906745460452
Ecoli,P29009,85.67785714285712,13.00738096981393
Ecoli,P29010,86.83714285714287,11.670094112672762
Ecoli,P29012,97.4211797752809,2.7918571929198635
Ecoli,P29013,87.52090196078429,14.71610618157028
Ecoli,P29018,89.70100340136052,6.4989836866368655
Ecoli,P29131,67.16329153605024,20.337059524578017
Ecoli,P29208,96.23637500000002,4.641860010747308
Ecoli,P29217,90.9485581395349,13.712839689125044
Ecoli,P29680,97.71774011299432,3.182591681030565
Ecoli,P29744,93.80921135646688,9.183792283308811
Ecoli,P29745,97.1250490196078,3.731280991929492
Ecoli,P30011,96.19447811447812,6.0770418397645
Ecoli,P30014,94.80293023255815,11.59781796918262
Ecoli,P30015,80.94694408322498,16.090049264367504
Ecoli,P30125,96.51228650137745,4.567356567160141
Ecoli,P30126,94.92656716417912,5.597875632659482
Ecoli,P30128,92.44221518987344,5.154011663954043
Ecoli,P30130,89.66691343963542,14.448338955039278
Ecoli,P30131,94.8599066666666,7.424189409712611
Ecoli,P30136,93.75537242472257,8.93731775383927
Ecoli,P30137,96.24085308056875,4.760726599550311
Ecoli,P30138,94.16203187251,8.89322022616195
Ecoli,P30139,93.31976562499992,10.287232489295572
Ecoli,P30140,95.04037135278512,7.429031043774485
Ecoli,P30143,90.57674369747902,10.79149983080084
Ecoli,P30147,97.91062015503874,1.930392478042664
Ecoli,P30149,76.4848031496063,9.171374359299444
Ecoli,P30176,92.60812499999996,12.377603775948517
Ecoli,P30177,96.26140625,3.669162398962594
Ecoli,P30178,97.36944598337952,5.1262048753797895
Ecoli,P30192,73.10919732441462,18.670534993611863
Ecoli,P30235,95.4853674121405,6.834596819337603
Ecoli,P30744,95.48402197802194,7.147974913369124
Ecoli,P30745,93.11115501519754,8.184438707926905
Ecoli,P30748,95.87827160493828,6.805943624332248
Ecoli,P30749,95.7348666666667,4.896858685139098
Ecoli,P30750,93.14676384839646,5.663529560119132
Ecoli,P30843,90.490990990991,9.760352780782272
Ecoli,P30844,76.06820936639116,12.677574888680171
Ecoli,P30845,94.2086106032907,7.47136367858353
Ecoli,P30847,85.77753747323341,12.64864870507682
Ecoli,P30850,94.89304347826084,5.585015199129467
Ecoli,P30852,89.21080213903743,15.152497681490964
Ecoli,P30855,82.3292564745197,13.761785672438029
Ecoli,P30859,94.11823045267488,10.405365689888423
Ecoli,P30860,94.42658436213996,11.057551739573084
Ecoli,P30863,97.78378277153564,3.028286173946192
Ecoli,P30864,85.5361513157895,14.51377034390184
Ecoli,P30866,94.58913043478265,11.366097704209396
Ecoli,P30870,92.7373467230444,7.836008284540393
Ecoli,P30871,97.3549191685912,3.943525995836773
Ecoli,P30958,81.83966898954701,11.896445640609596
Ecoli,P30979,84.13347003154577,16.557677947100267
Ecoli,P31057,97.66022727272728,2.57340314296573
Ecoli,P31058,91.24885922330095,10.882097144472445
Ecoli,P31060,85.58471428571424,12.651780032058408
Ecoli,P31061,87.13359788359793,9.542524250208412
Ecoli,P31062,88.74867403314916,6.956701718077189
Ecoli,P31063,91.45890510948908,14.19323559860186
Ecoli,P31064,91.1611471321696,8.857197176659918
Ecoli,P31068,82.15592105263157,15.723896902510678
Ecoli,P31069,80.87388489208634,16.186618248642233
Ecoli,P31119,91.72086230876224,8.488575851086582
Ecoli,P31120,95.4765393258427,6.118601013370053
Ecoli,P31121,66.94791666666669,10.767745809889314
Ecoli,P31122,91.75351010101008,10.717092034180256
Ecoli,P31125,90.03377926421399,11.564796835696738
Ecoli,P31126,91.89643037974685,9.773005868897627
Ecoli,P31129,93.92158783783788,6.482166949188318
Ecoli,P31130,77.79884615384618,17.05394227532677
Ecoli,P31131,97.59180232558136,1.9534568960296397
Ecoli,P31133,94.07010810810806,12.065451055700398
Ecoli,P31134,91.22095490716173,12.16639715683355
Ecoli,P31135,89.03003154574135,12.456007418880022
Ecoli,P31142,96.04822064056938,6.3894832158997295
Ecoli,P31224,89.39134413727363,7.909607304229311
Ecoli,P31433,93.6280492091388,7.229664229845884
Ecoli,P31434,97.13369170984453,2.3448110993181683
Ecoli,P31435,89.35823913043475,9.371707175194882
Ecoli,P31436,85.63586294416241,13.57981771337244
Ecoli,P31437,91.83547231270364,7.339921718625658
Ecoli,P31440,85.14621621621619,10.672574564983954
Ecoli,P31441,95.43717687074816,7.488055217578584
Ecoli,P31442,66.53576142131983,8.97140692348391
Ecoli,P31443,85.82618181818182,18.386709774469672
Ecoli,P31446,81.85791946308723,10.85859423800929
Ecoli,P31447,94.24036217303828,6.700887075245251
Ecoli,P31448,90.2478283712785,12.089346101193046
Ecoli,P31449,88.49464646464642,15.921883273110463
Ecoli,P31450,95.9341037735849,8.278850164475427
Ecoli,P31452,94.18149456521736,4.909440406322429
Ecoli,P31453,85.89861344537817,13.207805694767908
Ecoli,P31455,96.17520481927716,7.846281101689115
Ecoli,P31456,96.5840677966102,3.3423348271976785
Ecoli,P31459,95.97438356164376,4.919765833134791
Ecoli,P31460,91.84030567685588,8.634017639850617
Ecoli,P31462,89.05554987212267,12.357952765917512
Ecoli,P31463,90.80388714733542,8.663104661854698
Ecoli,P31466,87.82993258426976,10.407274324810489
Ecoli,P31467,95.31153846153848,5.120859601961407
Ecoli,P31468,77.47941935483874,15.620001909822264
Ecoli,P31469,95.2822564102564,8.077220392411434
Ecoli,P31470,96.98949999999998,3.0415316454049925
Ecoli,P31471,94.49534704370186,11.759816823301584
Ecoli,P31473,89.89281124497987,7.811195222996357
Ecoli,P31474,88.09945263157886,11.311487952536917
Ecoli,P31475,94.16526086956527,7.219656722643857
Ecoli,P31545,92.90040189125293,16.66684527788539
Ecoli,P31547,95.81870967741932,4.393172456629167
Ecoli,P31548,93.25150862068968,5.744958423960014
Ecoli,P31549,86.4870335820896,10.946020061780542
Ecoli,P31550,95.1709785932722,9.063085777647558
Ecoli,P31551,96.72482758620691,3.820798655374227
Ecoli,P31552,92.30429400386852,8.781875112850386
Ecoli,P31553,94.672261904762,7.805497556594907
Ecoli,P31554,91.99918367346946,9.964056389933484
Ecoli,P31572,96.83849382716048,2.8947694768385217
Ecoli,P31574,94.4473482428115,6.5896167474844045
Ecoli,P31600,88.30461616161624,12.879020674707249
Ecoli,P31658,97.27558303886929,5.498921442206357
Ecoli,P31660,94.12385604113122,10.993903243355518
Ecoli,P31663,96.97773851590102,2.346444383767427
Ecoli,P31665,85.59056666666662,11.691897451321672
Ecoli,P31666,92.35728606356967,13.07599359616582
Ecoli,P31667,87.9639383561644,12.152779738798928
Ecoli,P31675,86.84232142857145,12.45454033548056
Ecoli,P31677,92.86913502109704,10.447502088285164
Ecoli,P31678,92.0177067669173,9.29250451868622
Ecoli,P31679,87.425282167043,10.342734905560633
Ecoli,P31680,86.37774907749075,13.456328341123472
Ecoli,P31697,93.1503319502075,8.814551853108407
Ecoli,P31801,82.38789617486331,15.508793458411535
Ecoli,P31802,85.90762790697676,11.683059309885016
Ecoli,P31806,93.68883495145646,11.90819813071364
Ecoli,P31808,97.6673809523809,3.0727779889150795
Ecoli,P31825,90.02820408163264,16.553561995348943
Ecoli,P31826,90.1102495543672,9.06522555572807
Ecoli,P31827,89.82448101265831,15.094970372724717
Ecoli,P31828,91.77300751879702,8.840721205164247
Ecoli,P31979,94.55867415730336,9.451239704398906
Ecoli,P31991,88.55181250000004,13.202602578273869
Ecoli,P31992,96.5551948051948,4.798410074989968
Ecoli,P32051,90.75153207547164,14.704779374244197
Ecoli,P32053,91.14428571428569,11.34223032099264
Ecoli,P32055,95.94647975077882,6.980299050560782
Ecoli,P32056,96.2793710691824,3.806713646550784
Ecoli,P32057,90.77511056511057,9.423725608747036
Ecoli,P32099,92.61053254437876,8.390239169765302
Ecoli,P32106,85.87058823529414,20.712477444192945
Ecoli,P32108,83.13358333333333,13.767545157351844
Ecoli,P32109,86.8242060085836,10.7606456078376
Ecoli,P32125,92.28988571428567,9.83056795270004
Ecoli,P32128,88.36273109243709,14.54040568839642
Ecoli,P32129,90.61635483870973,9.440490245089917
Ecoli,P32131,95.90188183807442,7.695952839834221
Ecoli,P32134,97.46984662576683,2.26968099453803
Ecoli,P32135,90.93391923990504,12.49152746910051
Ecoli,P32136,73.07239828693791,9.128682814225607
Ecoli,P32137,69.94377440347073,11.1988438968447
Ecoli,P32138,96.81738938053094,6.914777992755137
Ecoli,P32139,95.72525974025974,8.988050306332202
Ecoli,P32140,98.5297578692493,1.0791389444689463
Ecoli,P32141,97.56335616438358,3.590517530025568
Ecoli,P32143,96.51325503355694,2.92680446412115
Ecoli,P32144,91.40854406130272,11.12045818378934
Ecoli,P32151,84.89774928774922,20.84029429840821
Ecoli,P32152,87.63257731958767,8.623972754606799
Ecoli,P32153,96.6873314606742,4.132041475506068
Ecoli,P32154,90.99366459627326,10.416366443408352
Ecoli,P32155,95.04675675675676,4.546843011724197
Ecoli,P32156,98.26192307692308,1.1359391886173693
Ecoli,P32157,95.06696428571432,5.847951768917185
Ecoli,P32160,85.52457286432164,18.67418086149178
Ecoli,P32162,77.63242424242424,17.388187566572928
Ecoli,P32166,92.82168831168838,9.449529522074878
Ecoli,P32167,92.88564356435644,13.267453919148016
Ecoli,P32169,98.05755474452558,2.741921819017015
Ecoli,P32170,98.0019331742243,3.7182932717475183
Ecoli,P32171,96.74049079754604,7.9389731223657245
Ecoli,P32173,90.24345360824736,11.846526609591749
Ecoli,P32177,89.7259205776173,17.250635324485447
Ecoli,P32662,94.27460317460316,11.10812534373165
Ecoli,P32664,95.78599221789884,3.763813661195786
Ecoli,P32668,92.00531707317072,14.797554693241198
Ecoli,P32669,98.08490909090912,1.1980455640557748
Ecoli,P32670,86.88213685474183,12.276262095609326
Ecoli,P32672,91.94362116991644,10.435712052920676
Ecoli,P32674,96.00692810457512,3.734207754922395
Ecoli,P32675,92.57393835616446,14.163839421589882
Ecoli,P32676,96.50946902654869,2.803551742510641
Ecoli,P32677,85.16611307420487,12.31451138070521
Ecoli,P32680,96.09071428571433,3.662230069456676
Ecoli,P32681,89.97285714285712,15.711849212920438
Ecoli,P32684,86.06020689655175,19.126132888473265
Ecoli,P32685,77.41933333333336,10.24113272814856
Ecoli,P32687,88.8397641509434,15.258429913819484
Ecoli,P32688,88.6793469387755,13.865645829437176
Ecoli,P32689,91.69170487106022,9.37615879151332
Ecoli,P32690,86.78122171945692,13.251177130352636
Ecoli,P32693,61.11416666666667,13.257751569799003
Ecoli,P32694,65.45565957446809,22.484651291801207
Ecoli,P32695,93.19411594202896,14.352838749197682
Ecoli,P32696,77.26312500000002,11.868255304987963
Ecoli,P32700,63.40741935483872,7.893145236682733
Ecoli,P32701,88.03867424242418,12.044161139761815
Ecoli,P32703,85.14672131147549,8.745639589916939
Ecoli,P32704,75.7966046511628,22.183168805178585
Ecoli,P32705,87.62992714025499,13.560263254122434
Ecoli,P32709,87.58198113207548,10.061436412306607
Ecoli,P32710,91.7008152173912,8.236769423206695
Ecoli,P32711,90.63401574803147,7.186021454616504
Ecoli,P32712,91.83944444444444,8.974363273012992
Ecoli,P32714,91.58969262295076,10.863696486000777
Ecoli,P32715,86.08140556368959,11.769501199834764
Ecoli,P32716,89.96655976676385,11.921065356901307
Ecoli,P32717,93.79334341906196,12.215591195135111
Ecoli,P32718,94.92925566343042,8.06230120626
Ecoli,P32719,96.26930735930732,9.191769584344325
Ecoli,P32720,91.33444785276076,11.454951142485442
Ecoli,P32721,87.74545098039218,10.877493335654355
Ecoli,P33011,87.54443181818188,6.7703384429225455
Ecoli,P33012,97.03808917197456,2.8411848550531515
Ecoli,P33013,91.74907216494849,13.9129628854721
Ecoli,P33014,86.34706666666666,7.413515364671622
Ecoli,P33015,89.07230113636363,9.212475551355178
Ecoli,P33018,98.12402877697842,1.5371889786250803
Ecoli,P33020,93.00267955801104,7.457665473302055
Ecoli,P33021,92.35754807692312,7.49912525332097
Ecoli,P33022,97.3752076677316,4.40839281295302
Ecoli,P33024,92.0943749999999,7.664573605340527
Ecoli,P33025,96.51551282051284,5.694944653709111
Ecoli,P33026,84.54145038167937,13.266726642615314
Ecoli,P33029,96.68295081967224,3.3551510284651576
Ecoli,P33030,87.76167682926832,14.148763259077253
Ecoli,P33128,92.26073170731708,9.194868104796525
Ecoli,P33129,85.91110982658961,11.362693095178685
Ecoli,P33135,84.88065134099618,9.69679284762637
Ecoli,P33136,94.5739334637965,10.219487752771013
Ecoli,P33195,96.77833855799372,4.19819985036469
Ecoli,P33218,73.13785388127853,18.05489985118121
Ecoli,P33219,85.11415254237289,16.089865445196473
Ecoli,P33221,96.24112244897964,4.930506997288653
Ecoli,P33222,95.98819121447032,3.142704744439708
Ecoli,P33224,96.63914972273568,4.522835019685225
Ecoli,P33225,93.68772405660371,14.839118595547486
Ecoli,P33226,91.29487179487174,10.310751090996549
Ecoli,P33227,72.17870786516856,20.543596586039605
Ecoli,P33228,79.67204460966542,20.47434777074511
Ecoli,P33229,80.01859375,15.339484067593698
Ecoli,P33230,83.3563768115942,13.667351340680725
Ecoli,P33231,92.0150816696915,8.917937792282153
Ecoli,P33232,92.62351010101013,10.844206829920756
Ecoli,P33234,90.91264822134384,7.004192117308943
Ecoli,P33235,94.69234003656312,5.205413509760073
Ecoli,P33236,66.0591304347826,16.92521279716635
Ecoli,P33340,90.74505813953492,11.514649238671712
Ecoli,P33341,88.05417675544788,11.77983846655188
Ecoli,P33342,91.690251046025,10.618235830614664
Ecoli,P33343,84.38066666666668,16.203342542684073
Ecoli,P33344,71.81569892473121,10.557569307032493
Ecoli,P33345,75.11328467153284,19.577025400134268
Ecoli,P33346,86.18495867768607,10.47309903254046
Ecoli,P33347,81.22104761904762,13.16646070414988
Ecoli,P33348,91.1426243093923,11.299888696330786
Ecoli,P33349,89.09906455862966,8.807932946365085
Ecoli,P33352,80.63547619047627,12.352810335544744
Ecoli,P33353,88.86620521172648,9.157105503497698
Ecoli,P33354,82.30274509803924,16.87187837930727
Ecoli,P33355,96.51403846153843,6.794734082723986
Ecoli,P33358,92.00041152263373,6.513850504142684
Ecoli,P33359,94.44637860082304,6.739338909943702
Ecoli,P33360,93.26496753246757,5.158738362473169
Ecoli,P33361,92.1142597402598,7.539031529319098
Ecoli,P33362,93.75849180327862,11.54844139738992
Ecoli,P33363,96.14627450980387,10.35011775894317
Ecoli,P33366,79.05234375000002,13.061155641609052
Ecoli,P33368,97.25071146245055,3.137965701347457
Ecoli,P33371,96.80752380952384,5.703668902368529
Ecoli,P33554,90.63897435897437,9.09999754715994
Ecoli,P33570,98.12025487256372,3.3333134409712537
Ecoli,P33590,93.95083969465652,11.215375830533
Ecoli,P33591,90.51824840764333,8.230251703943699
Ecoli,P33593,94.19972440944883,4.585500462433624
Ecoli,P33594,89.81753731343284,11.577592481449594
Ecoli,P33595,91.99711433756806,8.818868147988681
Ecoli,P33596,92.597108433735,11.839333008944209
Ecoli,P33599,92.62869127516775,9.91638828790508
Ecoli,P33602,94.77273127753308,4.4210556260347005
Ecoli,P33607,95.31001631321378,3.994493661056023
Ecoli,P33634,91.43894197952216,8.763403964855273
Ecoli,P33643,93.7492024539877,8.854651336115147
Ecoli,P33644,98.10267489711936,2.239315336022041
Ecoli,P33647,91.46905172413793,12.365221038952445
Ecoli,P33650,80.73049159120322,12.586534150896693
Ecoli,P33666,84.79407276995303,22.51181107752128
Ecoli,P33667,94.97472527472524,5.857641405601228
Ecoli,P33668,85.11737704918036,12.898068085308116
Ecoli,P33669,90.21279069767444,6.279257408910335
Ecoli,P33913,94.4244867549668,8.97324944104874
Ecoli,P33915,92.07111436950149,6.143152967080418
Ecoli,P33916,90.828279773157,7.467864681482454
Ecoli,P33919,89.66252559726951,8.392374124805803
Ecoli,P33920,92.88934328358212,6.750716148968746
Ecoli,P33924,91.61995365005788,13.634014107001866
Ecoli,P33927,92.02459041731062,9.333553427136891
Ecoli,P33931,93.20429951690816,9.233951549813291
Ecoli,P33934,85.94599303135885,9.55545681923903
Ecoli,P33937,96.61291062801926,7.986941023615861
Ecoli,P33940,88.86111313868615,15.43894709054254
Ecoli,P33941,90.55440585009146,5.807267665310891
Ecoli,P33997,90.57900000000004,11.670576451670486
Ecoli,P34209,94.71221804511282,7.647626343467523
Ecoli,P34749,87.347645631068,12.252292218298502
Ecoli,P35340,95.2654702495202,4.315992202774748
Ecoli,P36547,89.44368571428572,11.00494376508363
Ecoli,P36548,82.45110726643597,23.44664843105286
Ecoli,P36553,96.11939799331104,4.642790898790903
Ecoli,P36554,86.22055201698518,10.812704866581502
Ecoli,P36560,60.25117647058823,13.029002888286415
Ecoli,P36561,96.70080971659924,3.84536981056264
Ecoli,P36562,96.56270194986072,8.913086507145998
Ecoli,P36566,93.44448275862077,11.347246303787609
Ecoli,P36645,89.96570498915403,12.21734646536776
Ecoli,P36646,84.29892499999998,8.749207169473987
Ecoli,P36647,92.2995890410959,5.9895575655563045
Ecoli,P36649,93.59220930232564,14.417960596236975
Ecoli,P36655,78.0558584070797,15.861113839442018
Ecoli,P36659,86.12856209150327,15.553871884908842
Ecoli,P36661,44.31196172248805,10.269892354577596
Ecoli,P36662,94.28703517587942,5.617520667162591
Ecoli,P36667,91.84988636363632,12.069646045717535
Ecoli,P36672,89.0241014799154,8.375045491420291
Ecoli,P36673,93.47609523809528,9.26065575811426
Ecoli,P36675,80.9009722222222,18.261963062281044
Ecoli,P36677,86.21008196721316,6.529637413163133
Ecoli,P36678,71.20071895424837,11.384548989409073
Ecoli,P36680,96.36591093117408,4.1192515190368
Ecoli,P36682,66.1741653160454,21.19764886335503
Ecoli,P36683,95.36293641618484,4.223623864063897
Ecoli,P36767,95.73231023102312,3.6175132236881584
Ecoli,P36771,86.21782051282048,17.421400900972337
Ecoli,P36837,92.82100204498968,9.162008670667497
Ecoli,P36879,93.52272727272728,7.151188010714085
Ecoli,P36881,92.67034246575348,8.169484182035328
Ecoli,P36928,94.52311111111104,5.120421520071358
Ecoli,P36929,96.15484848484846,5.521028863262526
Ecoli,P36930,72.22464285714285,22.897641602223526
Ecoli,P36937,95.32206896551725,7.188927971161911
Ecoli,P36938,97.33723443223444,3.8950690448893774
Ecoli,P36943,79.38955932203396,22.073548495781857
Ecoli,P36979,93.25851562500002,13.31478159770364
Ecoli,P36995,89.06098591549296,9.124697510699926
Ecoli,P36999,93.19999999999996,7.93836732813689
Ecoli,P37001,90.51935483870967,10.129710671753877
Ecoli,P37002,95.25228346456694,7.391124405842453
Ecoli,P37005,91.27679824561412,11.314464768356606
Ecoli,P37007,86.58812500000003,13.87633423108237
Ecoli,P37008,86.5587931034483,17.70355570924376
Ecoli,P37009,93.70143678160916,6.667355858401077
Ecoli,P37013,85.4501388888889,13.622927197090126
Ecoli,P37014,87.18799331103676,12.408077447362851
Ecoli,P37016,87.54151515151516,14.013061718069212
Ecoli,P37017,85.28855721393039,19.023287493821808
Ecoli,P37018,87.92380952380954,15.488225166908624
Ecoli,P37019,95.2923044397464,8.217440097187703
Ecoli,P37024,91.44646477132274,7.263337170983415
Ecoli,P37025,95.64499999999998,4.940666016016279
Ecoli,P37028,93.39571428571428,10.843750862154325
Ecoli,P37047,90.2143896103896,8.24325857292805
Ecoli,P37049,94.36229629629632,7.859025285029119
Ecoli,P37050,86.76737113402065,17.57575455688042
Ecoli,P37051,96.41453571428562,4.587736268591849
Ecoli,P37052,95.1776315789474,4.527500288709646
Ecoli,P37056,81.2333576642336,17.023800976133266
Ecoli,P37057,88.80791666666664,9.556367995783406
Ecoli,P37095,97.07412177985948,3.2891602345281865
Ecoli,P37127,93.15399089529583,9.015125900307751
Ecoli,P37128,97.89214659685857,3.662531110526902
Ecoli,P37146,92.14457680250788,16.06427074992388
Ecoli,P37147,71.38,13.871464152046784
Ecoli,P37177,85.75228609625673,11.904740606924156
Ecoli,P37180,87.76767857142863,11.789824520026164
Ecoli,P37182,95.31256097560974,7.267222237633855
Ecoli,P37188,82.88063829787231,6.829666950621064
Ecoli,P37194,80.21898936170214,17.870669138786383
Ecoli,P37195,94.18267045454544,3.9171688269300464
Ecoli,P37197,94.76625806451608,6.755451082736975
Ecoli,P37305,69.69720000000001,19.07531326505544
Ecoli,P37306,93.70127946127948,5.745668874978029
Ecoli,P37309,91.50444444444445,13.610490953951563
Ecoli,P37313,90.66949101796403,11.335387017774632
Ecoli,P37325,92.6038851351352,12.367818477492763
Ecoli,P37326,90.57937662337658,10.087813201869729
Ecoli,P37327,89.0993870967742,14.353767335481088
Ecoli,P37329,93.17972762645915,14.997327813982528
Ecoli,P37330,96.61160442600284,3.676655739366579
Ecoli,P37338,94.37422727272724,7.075251800413622
Ecoli,P37339,93.96284360189571,7.131472629586045
Ecoli,P37340,70.48363238512034,9.240017260377837
Ecoli,P37342,93.15627906976748,10.325132434893463
Ecoli,P37344,84.28729230769231,13.422806747327275
Ecoli,P37348,93.6721323529412,8.715953586593905
Ecoli,P37349,88.34438559322032,11.27102515732622
