Entry	Entry Name	Length
P78055	FSAA_ECOLI	220
P78061	PUUA_ECOLI	472
P80645	SSUD_ECOLI	381
P80668	FEAB_ECOLI	499
Q06065	ATOC_ECOLI	461
Q06067	ATOS_ECOLI	608
Q46806	PHYDA_ECOLI	461
Q46810	MOCA_ECOLI	192
Q46821	UACT_ECOLI	482
Q46822	IDI_ECOLI	182
Q46839	GLCA_ECOLI	560
Q46845	YGHU_ECOLI	288
Q46856	YQHD_ECOLI	387
Q46857	DKGA_ECOLI	275
Q46864	MQSA_ECOLI	131
Q46865	MQSR_ECOLI	98
Q46871	YQJH_ECOLI	254
Q46877	NORV_ECOLI	479
Q46893	ISPD_ECOLI	236
Q46896	CAS1_ECOLI	305
Q46897	CAS6_ECOLI	199
Q46898	CAS5_ECOLI	224
Q46899	CASC_ECOLI	363
Q46901	CSE1_ECOLI	502
Q46920	QUEF_ECOLI	282
Q46925	CSDA_ECOLI	401
Q46927	TCDA_ECOLI	268
Q46938	KDUI_ECOLI	278
Q46948	YAJL_ECOLI	196
Q47146	FADE_ECOLI	814
Q47149	YAFQ_ECOLI	92
Q47150	DINJ_ECOLI	86
Q47152	RAYT_ECOLI	165
Q47155	DPO4_ECOLI	351
Q47208	ALLF_ECOLI	555
Q47319	TAPT_ECOLI	232
Q47377	ARNE_ECOLI	111
Q57261	TRUD_ECOLI	349
Q59385	COPA_ECOLI	834
Q6BF16	DGOA_ECOLI	205
Q6BF17	DGOD_ECOLI	382
Q93K97	ADPP_ECOLI	209
A5A627	TISB_ECOLI	29
P00547	KHSE_ECOLI	310
P00816	CYNS_ECOLI	156
P00887	AROH_ECOLI	348
P00888	AROF_ECOLI	356
P00895	TRPE_ECOLI	520
P00909	TRPC_ECOLI	453
P00934	THRC_ECOLI	428
P00944	XYLA_ECOLI	440
P00954	SYW_ECOLI	334
P00961	SYGB_ECOLI	689
P02413	RL15_ECOLI	144
P02924	ARAF_ECOLI	329
P02932	PHOE_ECOLI	351
P03014	PINE_ECOLI	184
P03024	GALR_ECOLI	343
P03817	MIOC_ECOLI	147
P04335	FRSA_ECOLI	414
P04816	LIVK_ECOLI	369
P04951	KDSB_ECOLI	248
P05100	3MG1_ECOLI	187
P05459	PDXB_ECOLI	378
P05706	PTHA_ECOLI	123
P05707	SRLD_ECOLI	259
P05719	T1SK_ECOLI	464
P06610	BTUE_ECOLI	183
P06720	AGAL_ECOLI	451
P06864	BGA2_ECOLI	1030
P06986	HIS8_ECOLI	356
P06987	HIS7_ECOLI	355
P06989	HIS2_ECOLI	203
P07018	MCP4_ECOLI	533
P07023	TYRA_ECOLI	373
P07109	HISP_ECOLI	257
P07364	CHER_ECOLI	286
P07650	TYPH_ECOLI	440
P07762	GLGB_ECOLI	728
P07813	SYL_ECOLI	860
P08178	PUR5_ECOLI	345
P08189	FIMF_ECOLI	176
P08190	FIMG_ECOLI	167
P08194	GLPT_ECOLI	452
P08202	ARAA_ECOLI	500
P08204	ARAB_ECOLI	566
P08331	CPDB_ECOLI	647
P08365	CHPS_ECOLI	83
P08368	CREB_ECOLI	229
P08400	PHOR_ECOLI	431
P08401	CREC_ECOLI	474
P08722	PTV3B_ECOLI	625
P08957	T1MK_ECOLI	529
P09053	AVTA_ECOLI	417
P09151	LEU1_ECOLI	523
P09184	VSR_ECOLI	156
P09378	RHAR_ECOLI	282
P09549	DEDD_ECOLI	220
P09551	ARGT_ECOLI	260
P09836	UHPC_ECOLI	439
P0A6A6	LEUC_ECOLI	466
P0A6C5	ARGA_ECOLI	443
P0A6E9	BIOD2_ECOLI	231
P0A6I3	COAA_ECOLI	316
P0A6I9	COAE_ECOLI	206
P0A6J1	CYSC_ECOLI	201
P0A6J8	DDLA_ECOLI	364
P0A6L9	HSCB_ECOLI	171
P0A6S3	FLGI_ECOLI	365
P0A6T9	GCSH_ECOLI	129
P0A6U8	GLGA_ECOLI	477
P0A6V5	GLPE_ECOLI	108
P0A6V8	GLK_ECOLI	321
P0A6W9	GSH1_ECOLI	518
P0A722	LPXA_ECOLI	262
P0A734	MINE_ECOLI	88
P0A752	NADD_ECOLI	213
P0A756	KEFG_ECOLI	184
P0A761	NANE_ECOLI	229
P0A766	RSXA_ECOLI	193
P0A780	NUSB_ECOLI	139
P0A7A5	PIMT_ECOLI	208
P0A7D1	PTH_ECOLI	194
P0A7D7	PUR7_ECOLI	237
P0A7F3	PYRI_ECOLI	153
P0A7H0	RECF_ECOLI	357
P0A7H3	RECO_ECOLI	242
P0A7I0	RF1_ECOLI	360
P0A7N1	RL31B_ECOLI	87
P0A7Q1	RL35_ECOLI	65
P0A7Q6	RL36_ECOLI	38
P0A7Y8	RNPA_ECOLI	119
P0A805	RRF_ECOLI	185
P0A843	TATE_ECOLI	67
P0A881	TRPR_ECOLI	108
P0A8A4	PSRP_ECOLI	277
P0A8A8	RIMP_ECOLI	150
P0A8B2	SMRB_ECOLI	183
P0A8E7	YAJQ_ECOLI	163
P0A8F4	URK_ECOLI	213
P0A8H8	YACG_ECOLI	65
P0A8P1	LFTR_ECOLI	234
P0A8Q6	CLPS_ECOLI	106
P0A8T1	PRMA_ECOLI	293
P0A8U6	METJ_ECOLI	105
P0A8W2	SLYA_ECOLI	144
P0A8Z3	YBGC_ECOLI	134
P0A908	MIPA_ECOLI	248
P0A927	TSX_ECOLI	294
P0A996	GLPC_ECOLI	396
P0A9C3	GALM_ECOLI	346
P0A9D4	CYSE_ECOLI	273
P0A9E2	SOXS_ECOLI	107
P0A9F1	MNTR_ECOLI	155
P0A9F3	CYSB_ECOLI	324
P0A9H1	MUG_ECOLI	168
P0A9H5	BTUR_ECOLI	196
P0A9I1	CITE_ECOLI	302
P0A9I5	NAPD_ECOLI	87
P0A9L5	PPIC_ECOLI	93
P0A9L8	P5CR_ECOLI	269
P0A9P9	IDNO_ECOLI	254
P0A9S3	GATD_ECOLI	346
P0A9U1	YBHF_ECOLI	578
P0A9W0	ULAR_ECOLI	251
P0A9W6	IBAG_ECOLI	84
P0A9X1	ZNUC_ECOLI	251
P0AA39	RLUC_ECOLI	319
P0AA53	QMCA_ECOLI	305
P0AA60	YGHB_ECOLI	219
P0AA63	YQJA_ECOLI	220
P0AA67	RHTA_ECOLI	295
P0AA80	GARP_ECOLI	444
P0AA86	DSBE_ECOLI	185
P0AAA7	WZXE_ECOLI	416
P0AAC0	USPE_ECOLI	316
P0AAD2	MTR_ECOLI	414
P0AAD4	TYRP_ECOLI	403
P0AAF3	ARAG_ECOLI	504
P0AAF6	ARTP_ECOLI	242
P0AAG5	MDLB_ECOLI	593
P0AAG8	MGLA_ECOLI	506
P0AAH8	SAPF_ECOLI	268
P0AAJ8	HYBA_ECOLI	328
P0AAK1	HYCB_ECOLI	203
P0AAL0	NAPF_ECOLI	164
P0AAL3	NAPG_ECOLI	231
P0AAN9	IRAP_ECOLI	86
P0AAP1	DGCC_ECOLI	371
P0AAS5	ALLH_ECOLI	271
P0AAT4	YBDG_ECOLI	415
P0AB10	PQIC_ECOLI	187
P0AB18	TUSE_ECOLI	109
P0AB24	EFEO_ECOLI	375
P0AB40	BHSA_ECOLI	85
P0AB65	ACYP_ECOLI	92
P0AB67	PNTB_ECOLI	462
P0AB85	APBE_ECOLI	351
P0AB93	ARSB_ECOLI	429
P0ABA0	ATPF_ECOLI	156
P0ABC9	BETT_ECOLI	677
P0ABE9	CYNT_ECOLI	219
P0ABF4	EUTM_ECOLI	97
P0ABF8	PGSA_ECOLI	182
P0ABG1	CDSA_ECOLI	285
P0ABL1	NRFB_ECOLI	188
P0ABM1	CCMC_ECOLI	245
P0ABM9	CCMH_ECOLI	350
P0ABQ2	GARR_ECOLI	294
P0ABR5	HCAE_ECOLI	453
P0ABR7	CNTA_ECOLI	374
P0ABT5	DUSB_ECOLI	321
P0ABT8	YIJE_ECOLI	301
P0ABU5	ELBB_ECOLI	217
P0ABW0	HCAC_ECOLI	106
P0ABY7	FLHC_ECOLI	192
P0ABZ4	KDSC_ECOLI	188
P0AC28	5FCL_ECOLI	182
P0AC51	ZUR_ECOLI	171
P0AC62	GLRX3_ECOLI	83
P0AC86	PHSG_ECOLI	815
P0AC94	GNTP_ECOLI	447
P0ACA3	SSPA_ECOLI	212
P0ACA7	GSTB_ECOLI	208
P0ACG4	HOKC_ECOLI	50
P0ACH5	MARA_ECOLI	127
P0ACL5	GLCC_ECOLI	254
P0ACL7	LLDR_ECOLI	258
P0ACP1	CRA_ECOLI	334
P0ACQ0	RBSR_ECOLI	330
P0ACR9	MPRA_ECOLI	176
P0ACS2	SOXR_ECOLI	154
P0ACS5	ZNTR_ECOLI	141
P0ACS9	ACRR_ECOLI	215
P0ACU0	CECR_ECOLI	223
P0ACU2	RUTR_ECOLI	212
P0ACU5	FABR_ECOLI	234
P0ACV2	LPXP_ECOLI	306
P0ACV4	LAPA_ECOLI	102
P0ACZ4	EVGA_ECOLI	204
P0ACZ8	CUSR_ECOLI	227
P0AD01	DCUR_ECOLI	239
P0AD42	PGPC_ECOLI	211
P0AD89	LPTN_ECOLI	24
P0AD96	LIVJ_ECOLI	367
P0ADA3	NLPD_ECOLI	379
P0ADC3	LOLC_ECOLI	399
P0ADC6	LPTG_ECOLI	360
P0ADD2	YJJB_ECOLI	157
P0ADD5	YJJP_ECOLI	256
P0ADE6	KBP_ECOLI	149
P0ADF6	EDD_ECOLI	603
P0ADF8	ILVN_ECOLI	96
P0ADG1	ILVM_ECOLI	87
P0ADN6	LPTM_ECOLI	67
P0ADP5	BIOP_ECOLI	299
P0ADP7	UBIJ_ECOLI	201
P0ADR6	RLMM_ECOLI	366
P0ADU2	YGIN_ECOLI	104
P0ADV7	MLAC_ECOLI	211
P0ADW3	ZAPG_ECOLI	132
P0ADZ7	YAJC_ECOLI	110
P0AE16	AMPG_ECOLI	491
P0AE76	COBU_ECOLI	181
P0AEA2	CSGG_ECOLI	277
P0AEA5	CYOE_ECOLI	296
P0AEB5	YNAI_ECOLI	343
P0AED0	USPA_ECOLI	144
P0AED5	UVRY_ECOLI	218
P0AEF4	DPIA_ECOLI	226
P0AEH5	ELAB_ECOLI	101
P0AEI4	RIMO_ECOLI	441
P0AEI6	NUDJ_ECOLI	153
P0AEJ8	EUTN_ECOLI	95
P0AER3	GLTJ_ECOLI	246
P0AER5	GLTK_ECOLI	224
P0AER8	GLTS_ECOLI	401
P0AEU0	HISJ_ECOLI	260
P0AEZ7	MLTD_ECOLI	452
P0AEZ9	MOAB_ECOLI	170
P0AF03	MOG_ECOLI	195
P0AF26	NARJ_ECOLI	236
P0AF98	LPTF_ECOLI	366
P0AFA9	NIKC_ECOLI	277
P0AFG0	NUSG_ECOLI	181
P0AFH0	OGT_ECOLI	171
P0AFH2	OPPB_ECOLI	306
P0AFH6	OPPC_ECOLI	302
P0AFJ5	PHOB_ECOLI	229
P0AFK4	POTB_ECOLI	275
P0AFK6	POTC_ECOLI	264
P0AFK9	POTD_ECOLI	348
P0AFL1	POTI_ECOLI	281
P0AFL9	PQIA_ECOLI	417
P0AFN2	PSPC_ECOLI	119
P0AFP2	ATL_ECOLI	129
P0AFP9	YBHR_ECOLI	368
P0AFQ2	YBHS_ECOLI	377
P0AFR9	YDCV_ECOLI	264
P0AFS5	TQSA_ECOLI	344
P0AFT5	BTSR_ECOLI	239
P0AFU8	RISA_ECOLI	213
P0AFW4	RNK_ECOLI	136
P0AFX4	RSD_ECOLI	158
P0AFZ7	TRKH_ECOLI	483
P0AG00	WZZE_ECOLI	348
P0AG03	UBIX_ECOLI	189
P0AG40	RIBF_ECOLI	313
P0AG44	RL17_ECOLI	127
P0AG48	RL21_ECOLI	103
P0AG51	RL30_ECOLI	59
P0AG76	SBCD_ECOLI	400
P0AG78	SUBI_ECOLI	329
P0AG82	PSTS_ECOLI	346
P0AGA6	UHPA_ECOLI	196
P0AGC5	MLTF_ECOLI	518
P0AGG4	THIO2_ECOLI	139
P0AGH3	SAPB_ECOLI	321
P0AGH5	SAPC_ECOLI	296
P0AGJ7	TRML_ECOLI	157
P0AGK8	ISCR_ECOLI	162
P0AGL2	TDCF_ECOLI	129
P0AGL5	RATA_ECOLI	158
P0AGL7	RSME_ECOLI	243
P0AGM9	XANP_ECOLI	463
P0C066	MLTC_ECOLI	359
P0C0L9	ISCX_ECOLI	66
P0C0U4	RIMK_ECOLI	300
P0C8J6	GATY_ECOLI	284
P0C960	EMTA_ECOLI	203
P0CI31	HCAB_ECOLI	270
P0DMC9	RCSA_ECOLI	207
P0DP92	BCSQ_ECOLI	250
P10100	RLPA_ECOLI	362
P10151	LEUO_ECOLI	314
P10346	GLNQ_ECOLI	240
P10371	HIS4_ECOLI	245
P10384	FADL_ECOLI	446
P10441	LPXB_ECOLI	382
P10442	RNH2_ECOLI	198
P11553	FUCK_ECOLI	472
P13016	AMPD_ECOLI	183
P13033	GLPB_ECOLI	419
P13669	MNGR_ECOLI	240
P13857	RIML_ECOLI	179
P15031	FECE_ECOLI	255
P15032	RECE_ECOLI	866
P15038	HELD_ECOLI	684
P15078	CSTA_ECOLI	701
P16095	SDHL_ECOLI	454
P16256	PANF_ECOLI	483
P16429	HYCC_ECOLI	608
P16430	HYCD_ECOLI	307
P16431	HYCE_ECOLI	569
P16432	HYCF_ECOLI	180
P16433	HYCG_ECOLI	255
P16676	CYSA_ECOLI	365
P16678	PHNK_ECOLI	252
P16679	PHNL_ECOLI	226
P16685	PHNG_ECOLI	150
P16691	PHNO_ECOLI	144
P16700	CYSP_ECOLI	338
P17315	CIRA_ECOLI	663
P17334	PTQC_ECOLI	452
P17446	BETI_ECOLI	195
P17802	MUTY_ECOLI	350
P18133	PNCB_ECOLI	400
P18392	RSTB_ECOLI	433
P18777	DMSC_ECOLI	287
P19323	FHLA_ECOLI	692
P20099	BISC_ECOLI	777
P21189	DPO2_ECOLI	783
P21345	GLTP_ECOLI	437
P21517	MALZ_ECOLI	604
P21866	KDPE_ECOLI	225
P21889	SYD_ECOLI	590
P22186	MRAZ_ECOLI	152
P22524	MUKE_ECOLI	234
P22939	ISPA_ECOLI	299
P23173	TNAB_ECOLI	415
P23200	MGLC_ECOLI	336
P23331	KITH_ECOLI	205
P23482	HYFB_ECOLI	672
P23524	GLXK1_ECOLI	381
P23830	PSS_ECOLI	451
P23849	TRKG_ECOLI	485
P23862	PRIC_ECOLI	175
P23869	PPIB_ECOLI	164
P23871	HEMH_ECOLI	320
P23876	FEPD_ECOLI	334
P23877	FEPG_ECOLI	330
P23878	FEPC_ECOLI	271
P23917	MAK_ECOLI	302
P24077	ENTS_ECOLI	416
P24169	DCOS_ECOLI	732
P24197	YGID_ECOLI	271
P24205	LPXM_ECOLI	323
P24216	FLID_ECOLI	468
P24251	CRL_ECOLI	133
P24255	RP54_ECOLI	477
P24555	PTRB_ECOLI	686
P25396	TEHA_ECOLI	330
P25736	END1_ECOLI	235
P25742	WAAQ_ECOLI	344
P25746	HFLD_ECOLI	213
P25772	LIGB_ECOLI	560
P25798	FLIF_ECOLI	552
P25906	PDXI_ECOLI	286
P26218	BGLH_ECOLI	538
P26281	HPPK_ECOLI	159
P26646	ACUI_ECOLI	324
P26647	PLSC_ECOLI	245
P27129	WAAJ_ECOLI	338
P27241	WAAZ_ECOLI	283
P27242	WAAU_ECOLI	357
P27245	MARR_ECOLI	144
P27247	PLSX_ECOLI	356
P27248	GCST_ECOLI	364
P27253	SCPA_ECOLI	714
P27254	ARGK_ECOLI	331
P27298	OPDA_ECOLI	680
P27300	LPXK_ECOLI	328
P27305	GLUQ_ECOLI	308
P27896	NARQ_ECOLI	566
P28224	MLIC_ECOLI	109
P28304	QOR1_ECOLI	327
P28307	CSGA_ECOLI	151
P28634	TRMO_ECOLI	235
P28635	METQ_ECOLI	271
P28904	TREC_ECOLI	551
P29012	ALR2_ECOLI	356
P29208	MENC_ECOLI	320
P29680	DCUP_ECOLI	354
P30126	LEUD_ECOLI	201
P30137	THIE_ECOLI	211
P30744	SDHM_ECOLI	455
P30843	BASR_ECOLI	222
P30845	EPTA_ECOLI	547
P30860	ARTJ_ECOLI	243
P30863	DKGB_ECOLI	267
P30871	3PASE_ECOLI	433
P31058	YADC_ECOLI	412
P31135	POTH_ECOLI	317
P31434	XYLS_ECOLI	772
P31441	ADEC_ECOLI	588
P31467	YIEH_ECOLI	221
P31675	SETA_ECOLI	392
P31680	DJLA_ECOLI	271
P31697	FIMC_ECOLI	241
P31801	CHAA_ECOLI	366
P32053	INTA_ECOLI	413
P32125	MOBB_ECOLI	175
P32136	YIHO_ECOLI	467
P32141	SQUT_ECOLI	292
P32144	CSQR_ECOLI	261
P32154	PTFLB_ECOLI	483
P32669	FSAB_ECOLI	220
P32670	PTFX2_ECOLI	833
P32715	MDTO_ECOLI	683
P32716	MDTN_ECOLI	343
P32718	ALSK_ECOLI	309
P32721	ALSA_ECOLI	510
P33012	SBMC_ECOLI	157
P33026	SETB_ECOLI	393
P33030	YEIR_ECOLI	328
P33129	HTRE_ECOLI	865
P33229	RALR_ECOLI	64
P33358	MLRA_ECOLI	243
P33359	YEHW_ECOLI	243
P33360	YEHX_ECOLI	308
P33361	YEHY_ECOLI	385
P33363	BGLX_ECOLI	765
P33570	TKT2_ECOLI	667
P33590	NIKA_ECOLI	524
P33591	NIKB_ECOLI	314
P33931	CCMA_ECOLI	207
P33934	NAPH_ECOLI	287
P33941	YOJI_ECOLI	547
P36560	ASR_ECOLI	102
P36659	CBPA_ECOLI	306
P36662	TORD_ECOLI	199
P36673	TRER_ECOLI	315
P36938	PGM_ECOLI	546
P36999	RLMA_ECOLI	269
P37146	RIR4_ECOLI	319
P37194	SLP_ECOLI	188
P37326	INTS_ECOLI	385
P37338	GLAR_ECOLI	220
P37353	MENE_ECOLI	451
P37355	MENH_ECOLI	252
P37387	XYLF_ECOLI	330
P37388	XYLG_ECOLI	513
P37596	NORW_ECOLI	377
P37619	QPTR_ECOLI	221
P37621	YHHS_ECOLI	405
P37636	MDTE_ECOLI	385
P37639	GADX_ECOLI	274
P37646	PDEH_ECOLI	255
P37651	GUN_ECOLI	368
P37657	BCSE_ECOLI	523
P37661	EPTB_ECOLI	563
P37665	YIAD_ECOLI	219
P37669	WECH_ECOLI	331
P37674	YIAM_ECOLI	157
P37675	YIAN_ECOLI	425
P37676	YIAO_ECOLI	328
P37678	SGBH_ECOLI	220
P37680	SGBE_ECOLI	231
P37692	WAAF_ECOLI	348
P37759	RMLB1_ECOLI	361
P37760	RMLD_ECOLI	299
P37765	RLUB_ECOLI	291
P37902	GLTI_ECOLI	302
P38097	DGCE_ECOLI	1105
P38101	EAMB_ECOLI	195
P38134	ETK_ECOLI	726
P38684	TORR_ECOLI	230
P39199	PRMB_ECOLI	310
P39280	EPMB_ECOLI	342
P39288	QUEG_ECOLI	379
P39300	ULAG_ECOLI	354
P39306	ULAF_ECOLI	228
P39310	YTFB_ECOLI	212
P39325	YTFQ_ECOLI	318
P39333	BDCA_ECOLI	237
P39346	IDND_ECOLI	343
P39358	YJHG_ECOLI	655
P39370	NANS_ECOLI	326
P39375	IRAD_ECOLI	130
P39376	YJIE_ECOLI	303
P39398	LGOT_ECOLI	453
P39400	LGOD_ECOLI	340
P39401	OPGB_ECOLI	763
P39404	BGLJ_ECOLI	225
P39451	ADHP_ECOLI	336
P39829	GARD_ECOLI	523
P39835	GNTT_ECOLI	438
P40120	OPGD_ECOLI	551
P40719	QSEC_ECOLI	449
P41441	GSPF_ECOLI	398
P42592	YGJK_ECOLI	783
P42604	UXAA_ECOLI	495
P42615	MZRA_ECOLI	127
P42628	DLST_ECOLI	443
P43329	HRPA_ECOLI	1300
P43674	YCAL_ECOLI	254
P43676	PITB_ECOLI	499
P45522	KEFB_ECOLI	601
P45523	FKBA_ECOLI	270
P45532	TUSD_ECOLI	128
P45543	FRLD_ECOLI	261
P45548	PHP_ECOLI	292
P45578	LUXS_ECOLI	171
P45579	HCXA_ECOLI	362
P45758	GSPD_ECOLI	650
P45799	NUDE_ECOLI	186
P46130	YBHC_ECOLI	427
P46187	RSEC_ECOLI	159
P46852	YHHW_ECOLI	231
P50466	AER_ECOLI	506
P51020	HOA_ECOLI	337
P51025	SFGH1_ECOLI	277
P51981	AEEP_ECOLI	321
P52005	TORY_ECOLI	366
P52045	SCPB_ECOLI	261
P52062	HEMW_ECOLI	378
P52094	HISQ_ECOLI	228
P52097	TILS_ECOLI	432
P52130	RNLB_ECOLI	123
P52599	EMRK_ECOLI	387
P52600	EMRY_ECOLI	512
P52612	FLII_ECOLI	457
P52643	LDHD_ECOLI	329
P52697	6PGL_ECOLI	331
P55798	PRP1_ECOLI	218
P55799	PRP2_ECOLI	218
P58034	YMGF_ECOLI	72
P60293	MUKF_ECOLI	440
P60390	RSMH_ECOLI	313
P60546	KGUA_ECOLI	207
P60584	CAIA_ECOLI	380
P60757	HIS1_ECOLI	299
P60782	PLSY_ECOLI	205
P60906	SYH_ECOLI	424
P61517	CAN_ECOLI	220
P61714	RISB_ECOLI	156
P61949	FLAV_ECOLI	176
P62395	SECM_ECOLI	170
P62601	TREF_ECOLI	549
P62615	ISPE_ECOLI	283
P63177	RLMB_ECOLI	243
P63201	GADW_ECOLI	242
P63746	EUTS_ECOLI	111
P64550	ALAE_ECOLI	149
P64554	QUEE_ECOLI	223
P64559	SDHE_ECOLI	88
P64578	HIGB_ECOLI	104
P64581	YQJD_ECOLI	101
P64646	GHOT_ECOLI	57
P65643	EUTT_ECOLI	267
P65870	QUED_ECOLI	121
P67080	PLPHP_ECOLI	234
P67697	HICB_ECOLI	138
P67701	HIGA_ECOLI	138
P68066	GRCA_ECOLI	127
P68191	SRA_ECOLI	45
P68567	RSMJ_ECOLI	250
P69222	IF1_ECOLI	72
P69330	CITD_ECOLI	98
P69432	PGAD_ECOLI	137
P69434	PGAA_ECOLI	807
P69488	CUTA_ECOLI	112
P69503	APT_ECOLI	183
P69506	YTFE_ECOLI	220
P69811	PTFAH_ECOLI	376
P69820	ULAC_ECOLI	154
P69829	PTSN_ECOLI	163
P71229	HYFR_ECOLI	670
P71241	WCAJ_ECOLI	464
P75712	ALLP_ECOLI	484
P75713	ALLE_ECOLI	261
P75726	CILA_ECOLI	510
P75728	UBIF_ECOLI	391
P75780	FIU_ECOLI	760
P75783	YBIO_ECOLI	741
P75796	GSIA_ECOLI	623
P75797	GSIB_ECOLI	512
P75798	GSIC_ECOLI	306
P75801	DGCI_ECOLI	442
P75806	YBJG_ECOLI	198
P75824	HCR_ECOLI	322
P75869	SXY_ECOLI	209
P75893	RUTF_ECOLI	164
P75894	RUTE_ECOLI	196
P75895	RUTD_ECOLI	266
P75897	RUTB_ECOLI	230
P75905	PGAC_ECOLI	441
P75919	CLSC_ECOLI	473
P75952	COMR_ECOLI	210
P75954	YCFS_ECOLI	320
P75958	LOLE_ECOLI	414
P75966	RLUE_ECOLI	217
P75987	IRAM_ECOLI	107
P75989	BLUR_ECOLI	243
P75993	ARIR_ECOLI	88
P76004	YCGM_ECOLI	219
P76016	DHAR_ECOLI	639
P76027	OPPD_ECOLI	337
P76041	GGAP_ECOLI	559
P76044	YCJR_ECOLI	262
P76052	ABGB_ECOLI	481
P76079	PAAC_ECOLI	248
P76083	PAAH_ECOLI	475
P76085	PAAK_ECOLI	437
P76086	PAAX_ECOLI	316
P76106	HICA_ECOLI	58
P76112	MNAT_ECOLI	172
P76115	PQQU_ECOLI	700
P76136	SAFA_ECOLI	65
P76141	LSRR_ECOLI	317
P76143	LSRF_ECOLI	291
P76145	TAM_ECOLI	252
P76147	DGCF_ECOLI	315
P76182	RSXD_ECOLI	352
P76190	MEPH_ECOLI	271
P76213	CHO_ECOLI	295
P76215	ASTE_ECOLI	322
P76217	ASTD_ECOLI	492
P76237	DGCJ_ECOLI	496
P76242	NIMT_ECOLI	393
P76245	DGCP_ECOLI	341
P76249	LEUE_ECOLI	212
P76250	DMLR_ECOLI	307
P76264	MNTP_ECOLI	188
P76272	YEBT_ECOLI	877
P76290	CMOA_ECOLI	247
P76291	CMOB_ECOLI	323
P76340	HPRR_ECOLI	223
P76347	YEEJ_ECOLI	2339
P76350	SHIA_ECOLI	438
P76352	YEEO_ECOLI	547
P76373	UDG_ECOLI	388
P76395	PRP3_ECOLI	253
P76397	MDTA_ECOLI	415
P76398	MDTB_ECOLI	1040
P76403	TRHP_ECOLI	453
P76423	THIM_ECOLI	262
P76425	RCNA_ECOLI	274
P76473	ARNT_ECOLI	550
P76518	ACOCT_ECOLI	381
P76524	YPDF_ECOLI	361
P76536	YFEX_ECOLI	299
P76553	EUTG_ECOLI	395
P76641	GUAD_ECOLI	439
P76773	OMPL_ECOLI	230
P76938	EPMC_ECOLI	182
P77129	ALLG_ECOLI	419
P77154	KOJP_ECOLI	755
P77161	GLXR_ECOLI	292
P77223	RSXB_ECOLI	192
P77245	MURR_ECOLI	285
P77257	LSRA_ECOLI	511
P77279	FETA_ECOLI	225
P77285	RSXG_ECOLI	206
P77300	XYNR_ECOLI	252
P77306	YQIK_ECOLI	553
P77307	FETB_ECOLI	259
P77308	DDPB_ECOLI	340
P77333	PGRR_ECOLI	299
P77334	PDER_ECOLI	661
P77338	MSCK_ECOLI	1120
P77357	ABGA_ECOLI	436
P77374	YNFE_ECOLI	808
P77379	RCLR_ECOLI	284
P77397	MHPA_ECOLI	554
P77439	PTFX1_ECOLI	831
P77463	DDPC_ECOLI	298
P77467	PAAG_ECOLI	262
P77475	YQAB_ECOLI	188
P77503	YCJS_ECOLI	351
P77522	SUFB_ECOLI	495
P77570	ANMK_ECOLI	369
P77580	ACDH_ECOLI	316
P77585	YPDE_ECOLI	345
P77608	MHPD_ECOLI	269
P77611	RSXC_ECOLI	740
P77619	YFEW_ECOLI	434
P77626	SUTR_ECOLI	178
P77650	HCAD_ECOLI	400
P77690	ARNB_ECOLI	385
P77731	ALLA_ECOLI	160
P77733	FOCB_ECOLI	282
P77735	YAJO_ECOLI	324
P77737	OPPF_ECOLI	334
P77743	PRPR_ECOLI	528
P77747	OMPN_ECOLI	377
P77757	ARNC_ECOLI	322
P77783	YNFF_ECOLI	807
P77790	DDPX_ECOLI	193
P78285	LYSD_ECOLI	165
P80644	SSUE_ECOLI	191
Q2EES9	TORI_ECOLI	66
Q46799	XDHA_ECOLI	752
Q46800	XDHB_ECOLI	292
Q46817	GHXQ_ECOLI	455
Q46829	BGLA_ECOLI	479
Q46851	GPR_ECOLI	346
Q46868	UBIK_ECOLI	96
Q46916	GUDP_ECOLI	450
Q47140	HCAF_ECOLI	172
Q47141	HCAR_ECOLI	296
Q47157	YAFO_ECOLI	132
Q47537	TAUA_ECOLI	320
Q47538	TAUB_ECOLI	255
Q47690	MMUM_ECOLI	310
A5A618	YNHF_ECOLI	29
C1P607	IBSA_ECOLI	19
C1P615	IBSC_ECOLI	19
C1P616	IBSD_ECOLI	19
C1P617	IBSE_ECOLI	19
O52982	YFJS_ECOLI	147
P00960	SYGA_ECOLI	303
P03012	TNR1_ECOLI	183
P03030	LYSR_ECOLI	311
P03813	YGEA_ECOLI	230
P03825	GSPB_ECOLI	139
P03856	REPE1_ECOLI	251
P04128	FIMA1_ECOLI	182
P04949	FLIC_ECOLI	498
P05052	APPY_ECOLI	249
P05827	ILVY_ECOLI	297
P05847	TTDA_ECOLI	303
P06282	CDH_ECOLI	251
P06615	REDF_ECOLI	268
P06846	EBGR_ECOLI	327
P06966	DICA_ECOLI	135
P07000	PLDB_ECOLI	340
P07026	SDIA_ECOLI	240
P07654	PSTA_ECOLI	296
P08550	CVPA_ECOLI	162
P08555	DSDX_ECOLI	445
P08997	MASY_ECOLI	533
P09126	HEM4_ECOLI	246
P09155	RND_ECOLI	375
P09163	YJAB_ECOLI	147
P09424	MTLD_ECOLI	382
P09833	MODC_ECOLI	352
P0A6G3	PNCC_ECOLI	165
